1,(单选题)黄金ETF投资的资产是（）。,<p>A黄金挂钩理财产品</p><p>B黄金基金</p><p>C纸黄金</p><p>D现货黄金</p>,4,D,所谓黄金ETF基金（ExC．hA．ngeTrA．D．eD．FunD．），是指一种以黄金为基础资产，追踪现货黄金价格波动的金融衍生产品。,0,0
1,"(单选题)（）的价值受主体和发行量的影响较大,和鉴赏能力、题材炒作等高度相关和金价的关联度较小。",<p>A纯金币</p><p>B纪念金币</p><p>C条块现货</p><p>D黄金基金</p>,4,B,金币包括纯金币和纪念金币两种：前者可以收藏也可以流通，价格也随国际金价波动；后者的价值受主体和发行量的影响较大因此和鉴赏能力、题材炒作等高度相关，和金价的关联度反而较小。,0,0
1,(单选题)（）是一种交费灵活、保额可调整、非约束性的寿险。具体定义为包含保险保障功能并设立有单独保单账户的人身保险产品。,<p>A分红保险</p><p>B万能保险</p><p>C投连险</p><p>D年金保险</p>,4,B,万能保险是一种交费灵活、保额可调整、非约束性的寿险。具体定义为包含保险保障功能并设立有单独保单账户的人身保险产品。,0,0
1,(单选题)（）是有限合伙制私募基金的实际运作者。,<p>A普通合伙人</p><p>B有限合伙人</p><p>C第三方专业人</p><p>D全能合伙人</p>,4,A,普通合伙人是基金的实际运作者，是基金投资的决策者和执行者，在合伙协议授权的范围内，基金的投资决策完全由普通合伙人完成，不受其他有限合伙人的干涉和影响。,0,0
1,(单选题)（）是指双方约定在未来的某一确定时间，按确定价格买卖一定数量某种金融工具的合约。,<p>A金融远期合约</p><p>B金融期货</p><p>C金融互换</p><p>D金融期权</p>,4,A,B项，金融期货合约是指协议双方同意在约定的将来某个日期，按约定的条件买入或卖出一定标准数量的金融工具的标准化协议；C项，金融互换是两个或两个以上当事人，按照商定条件，在约定的时间内，相互交换等值现金流的合约；D项，金融期权实际上是一种契约，它赋予了持有人在未来某一特定的时间内按买卖双方约定的价格，购买或出售一定数量某种金融资产的权利。,0,0
1,(单选题)（）依法对银行、信托公司开展业务合作中违法违规行为进行处罚。,<p>A中国银监会</p><p>B中国人民银行</p><p>C财政部</p><p>D国务院</p>,4,A,中国银监会依法对银行、信托公司开展业务合作中违法违规行为进行处罚。,0,0
1,(单选题)《商业银行个人理财业务管理暂行办法》中的“日”指（）。,<p>A工作日</p><p>B节假日</p><p>C周日</p><p>D节日</p>,4,A,第六十六条本办法中的“日”指工作日，“月”指日历“月”。,0,0
1,(单选题)2014年1月个体工商户小王与小赵在民政局领取结婚证，约定在婚姻关系存续期间所得的财产归各自所有，因此经常受到他们的共同好友小蒋的嘲笑。2014年5月小王因扩大经营向小蒋借款100万，2015年小王破产。这100万债务应（）。,<p>A由小王承担</p><p>B由小王和小赵共同承担</p><p>C由小赵承担</p><p>D小王负主要责任，小赵承担连带责任</p>,4,A,根据《物权法》第十九条规定，夫妻对婚姻关系存续期间所得的财产约定归各自所有的，夫或妻一方对外所负的债务，第三人知道该约定的，以夫或妻一方所有的财产清偿。,0,0
1,(单选题)LIBOR指的是（）。,<p>A美国联邦基金利率</p><p>B伦敦银行同业拆借利率</p><p>C香港银行同业拆借利率</p><p>D上海银行同业拆借利率</p>,4,B,在国际货币市场上最典型，最有代表性的同业拆借利率是伦敦银行同业率拆借利率（LIBOR）,0,0
1,(单选题)按基础资产的性质划分，金融期权可以分为（）。,<p>A看涨期权和看跌期权</p><p>B欧式期权和美式期权</p><p>C买入期权和卖出期权</p><p>D现货期权和期货期权</p>,4,D,按基础资产的性质划分，金融期权可以分为现货期权和期货期权。现货期权是指以各种金融工具等标的资产本身作为期权合约的标的物的期权，如各种股票期权、股指期权、外汇期权和债券期权等。期货期权是指以各种金融期货合约作为期权合约的标的物的期权，如各种外汇期货期权、利率期货期权及股指期货期权等。,0,0
1,(单选题)按照不同的财富观对客户进行分类，下列哪项属于对挥霍者的描述?（）,<p>A量人为出，买东西会精打细算；从不向人借钱，也不用循环信用；有储蓄习惯，仔细分析投资方案</p><p>B嫌铜臭，不让金钱左右人生；命运论者，不担心财务保障；缺乏规划概念，不量出不量人</p><p>C喜欢花钱的感觉，花的比赚的多；常常借钱或用信用卡循环额度；透支未来，冲动型消费者</p><p>D讨厌处理钱的事也不求助专家；不借钱不用信用卡，理财单纯化；除存款外不做其他投资，烦恼少</p>,4,C,A项描述的是储藏者的特征；B项描述的是修道士的特征；D项描述的是逃避者的特征。,0,0
1,(单选题)按照有关规定，商业银行未要求理财人员的（）。,<p>A相应的学历水平</p><p>B相应的工作经验</p><p>C具备相关监管部门要求的行业资格</p><p>D需要在所工作的银行购买一定的理财产品</p>,4,D,本题考查理财业务人员的要求。,0,0
1,(单选题)比较适合于退休的、以获得稳定现金流为目的的稳健投资者投资的基金是（）。,<p>A收入型基金</p><p>B平衡型基金</p><p>C成长型基金</p><p>D交易所交易基金</p>,4,A,成长型基金比较适合于风险承受能力强、追求高投资回报的投资者，而收入型基金则比较适合于退休的、以获得稳定现金流为目的的稳健投资者，投资者应当根据自身的投资目标、风险偏好、所处的生命周期阶段、税收状况以及其他约束条件等作出决策。,0,0
1,(单选题)除商业银行与客户另有约定，在理财计划的存续期内，商业银行应向客户提供其所持有的所有相关资产的账单，账单应列明资产变动、收入和费用、期末资产估值等情况。账单提供应不少于（）次，并且至少每月提供一次。,<p>A1</p><p>B2</p><p>C3</p><p>D5</p>,4,B,在理财计划的存续期内，商业银行应向客户提供其所持有的所有相关资产的账单，账单应列明资产变动、收入和费用、期末资产估值等情况。账单提供应不少于两次，并且至少每月提供一次。商业银行与客户另有约定的除外。,0,0
1,(单选题)从人才需求推动行业发展的角度看，支持个人理财业务发展的原因不包括（）。,<p>A大众自身缺乏必要的金融知识，难以制定适合自身特点的理财方案</p><p>B大众对于选定的金融工具很难正确应用，很难获得较好的投资收益或合理分散风险，必须借助专业金融人士的帮助</p><p>C专业金融机构和专业理财师在信息、设备、决策制定等方面有优势，更具专业性，能为大众提供便利</p><p>D大众可以根据自身的知识储备和理财经验进行科学合理的金融产品选择和资产配置</p>,4,D,从人才需求推动行业发展的角度看，个人理财业务的发展有以下几点原因：①大众自身缺乏必要的金融知识，难以制定适合自身特点的理财方案，无法进行科学合理的金融产品选择和资产配置；②大众对于选定的金融工具很难正确应用，很难获得较好的投资收益或合理分散风险，必须借助专业金融人士的帮助；③专业金融机构和专业理财师在信息、设备、决策制定等方面有优势，更具专业性，能为大众提供便利。,0,0
1,(单选题)当个人和家庭由于某种意外的原因出现收支不平衡时，需要采取的必要措施是（）。,<p>A资产管理</p><p>B收入管理</p><p>C支出管理</p><p>D风险管理</p>,4,D,一个家庭在其不同的人生阶段，涉及大量的风险，所以人们需要对自己的家庭及个人进行风险管理计划。,0,0
1,(单选题)当事人为了重复使用而预先拟定，并在订立合同时未与对方协商的条款是（）。,<p>A无效条款</p><p>B附加条款</p><p>C免责条款</p><p>D格式条款</p>,4,D,格式条款是当事人为了重复使用而预先拟定，并在订立合同时未与对方协商的条款。对格式条款的理解发生争议的，应当按照通常理解予以解释。对格式条款有两种以上解释的，应当作出不利于提供格式条款一方的解释。格式条款和非格式条款不一致的应当采用非格式条款。,0,0
1,(单选题)对未取得基金代销业务资格、擅自开办基金销售业务的机构及其负责人，（）。,<p>A责令改正，并处以警告、罚款</p><p>B追究刑事责任</p><p>C撤销该机构</p><p>D给予行政处分</p>,4,A,对未取得基金代销业务资格，擅自开办基金销售业务的机构，责令改正，并处以警告、罚款；对直接负责的主管人员和其他直接负责人员，并处以警告、罚款。,0,0
1,(单选题)发行人的董事、监事、高级管理人员及持股比例超过（）的股东，可参与本公司发行私募债券的认购与转让。,<p>A0.01</p><p>B0.05</p><p>C0.08</p><p>D0.1</p>,4,B,除合格的投资者外，两所《试点办法》表示，发行人的董事、监事、高级管理人员及持股比例超过5%的股东，可参与本公司发行私募债券的认购与转让。承销商可参与其承销私募债券的发行认购与转让,0,0
1,(单选题)封闭式基金的交易价格是由（）决定的。,<p>A封闭时间</p><p>B每份基金净值</p><p>C基金管理人</p><p>D市场供求关系</p>,4,D,开放式基金价格依据基金的资产净值而定，而封闭式基金的交易价格则基本上是由市场的供求关系决定的。,0,0
1,(单选题)个人理财业务是建立在（）基础之上的银行业务。,<p>A法定代理关系</p><p>B委托代理关系</p><p>C存款业务关系</p><p>D贷款业务关系</p>,4,B,个人理财业务是商业银行按照与客户事先约定的投资计划和方式进行投资和资产管理的业务活动，属于受托性质。因此是建立在委托代理关系基础之上的银行业务。,0,0
1,(单选题)个人理财在国外的发展过程中，（）通常被认为是个人理财业务的形成与发展时期。,<p>A20世纪30年代到60年代</p><p>B20世纪60年代到70年代</p><p>C20世纪60年代到80年代</p><p>D20世纪60年代到90年代</p>,4,C,个人理财在国外的发展大致经历了以下几个阶段：（1）20世纪30年代到60年代的萌芽时期；（2）20世纪60年代到80年代的形成与发展时期；（3）20世纪90年代的成熟时期。,0,0
1,(单选题)根据《个人外汇管理办法实施细则》规定，手持外汇现钞汇出当日累计等值（）以下(含)，凭本人有效身份证件在银行办理。,<p>A2万美元</p><p>B5万美元</p><p>C3万美元</p><p>D1万美元</p>,4,D,根据《个人外汇管理办法实施细则》第十四条的规定，境内个人外汇汇出境外用于经常项目支出，手持外币现钞汇出当日累计等值1万美元以下(含)的，凭本人有效身份证件在银行办理；超过上述金额的，凭经常项目项下有交易额的真实性凭证、经海关签章的《中华人民共和国海关进境旅客行李物品申报单》或本人原存款银行外币现钞提取单据办理。,0,0
1,(单选题)根据家庭生命周期理论，关于王建国家庭所处的生命周期，下列表述正确的是（）。,<p>A这个周期从女儿出生开始，儿子完成学业结束</p><p>B这个周期从结婚开始，儿子完成学业结束</p><p>C这个周期从女儿出生开始，王建国夫妻退休结束</p><p>D这个周期从儿子完成学业，王建国夫妻退休结束</p>,4,A,家庭形成期：从结婚到子女出生；家庭成长期：从子女出生到完成学业为止；家庭成熟期：从子女完成学业到夫妻均退休为止；家庭衰老期：从夫妻均退休到夫妻一方过世为止。王建国家庭处于家庭成长期，故其所处周期应为从大女儿出生到儿子完成学业为止。,0,0
1,(单选题)根据银监会2009年颁布的个人理财业务投资管理的相关规定，仅适合有投资经验客户的理财产品的起点金额不得低于（）万元人民币或等值外币。,<p>A50</p><p>B20</p><p>C10</p><p>D5</p>,4,C,商业银行应科学合理地进行客户分类，根据客户的风险承受能力提供与其相适应的理财产品。商业银行应将理财客户划分为有投资经验客户和无投资经验客户，并在理财产品销售文件中标明所适合的客户类别；仅适合有投资经验客户的理财产品的起点金额不得低于10万元人民币(或等值外币)，不得向无投资经验客户销售。,0,0
