1,(单选题)（）是指金融市场对宏观经济的调节作用。,<p>A调节功能</p><p>B避险功能</p><p>C交易功能</p><p>D优化资源配置功能</p>,4,A,调节功能是指金融市场对宏观经济的调节作用，金融市场通过其特有的资本聚集功能和引导资本合理配置的机制，对微观经济部门产生影响，金融市场还是中央银行实施货币政策，调节货币供给或利率的重要传导中介，通过金融市场对宏观经济起到调节作用。(本题出自金考必过，网址：www.jinkaobiguo.com，最好的刷题网站。),0,0
1,(单选题)（）首次对银行理财产品的销售建立了行业监管规范。,<p>A中国银监会</p><p>B中国证监会</p><p>C财政部</p><p>D中国人民银行</p>,4,A,2011年8月28日，中国银监会正式公布《商业银行理财产品销售管理办法》，首次对银行理财产品的销售建立了行业监管规范。,0,0
1,(单选题)《民法通则》规定，（）可以开办个人理财业务。,<p>A12周岁的未成年人</p><p>B16周岁但依靠父母生活的人</p><p>C10周岁以下的未成年人</p><p>D限制民事行为能力人的法定代理人</p>,4,D,个人理财业务的客户应当是完全民事行为能力的自然人，以及无民事行为能力人、限制民事行为能力人的法定代理人。,0,0
1,(单选题)《商业银行个人理财业务管理暂行办法》规定，商业银行开展个人理财业务有下列情形，并造成客户经济损失的，应按照有关法律规定或者合同的约定承担责任，但不包括（）。,<p>A商业银行未保存有关客户评估记录和相关资料</p><p>B商业银行未按客户指令进行操作</p><p>C不具备理财业务人员资格的业务人员向客户提供理财顾问服务、销售理财产品</p><p>D挪用单独管理的客户资产</p>,4,D,《商业银行个人理财业务管理暂行办法》第65条规定，商业银行开展个人理财业务有下列情形之一，并造成客户经济损失的，应按照有关法律规定或者合同的约定承担责任：①商业银行未保存有关客户评估记录和相关资料，不能证明理财计划或产品的销售是符合客户利益原则的；②商业银行未按客户指令进行操作，或者未保存相关证明文件的；③不具备理财业务人员资格的业务人员向客户提供理财顾问服务、销售理财计划或产品的。,0,0
1,(单选题)《中华人民共和国民法通则》规定，（）可以开办个人理财业务。,<p>A12周岁的未成年人</p><p>B16周岁但依靠父母生活的人</p><p>C10周岁以下的未成年人</p><p>D限制民事行为能力人的法定代理人</p>,4,D,个人理财业务的客户应当是完全民事行为能力的自然人，以及无民事行为能力人、限制民事行为能力人的法定代理人。,0,0
1,(单选题)2007年以来，由于国内的消费物价指数屡创新高，中国人民银行从2007年3月18日开始连续6次加息，金融机构一年期存款基准利率由2.52%升至4.14%，预期未来利率水平仍将上升，此时的理财策略调整建议可以采取（）。,<p>A增加股票配置</p><p>B增加外汇配置</p><p>C增加股票型基金配置</p><p>D增加存款配置</p>,4,D,在利率已是处于比较高的水平、预期未来利率水平仍将上升的情况下，国内企业的生产成本比较高，利润下降，此时股票和基金会面，临下跌风险。利率上升，人民币处于升值的态势，回报增加，此时不宜将人民币兑换成外币，应减少外汇资产的配置、增加存款等固定收益类产品的配置。,0,0
1,(单选题)20世纪60年代，（）提出了著名的有效市场假说理论。,<p>A哈里?马柯维茨</p><p>B尤金?法玛</p><p>C夏普、特雷诺和詹森</p><p>D理查德?罗尔</p>,4,B,20世纪60年代，美国芝加哥大学财务学家尤金?法玛提出了著名的有效市场假说理论；1952年，哈里?马柯维茨发表了一篇题为《证券组合选择》的论文，标志着现代证券组合理论的开端；夏普、特雷诺和詹森三人分别于1964年、1965年和1966年提出了著名的资本资产定价理论（CAPM）；1976年，理查德?罗尔提出套利定价理论（APT）。(本题出自金考必过，网址：www.jinkaobiguo.com，最好的刷题网站。),0,0
1,(单选题)GDP是指一个国家（或地区）所有（）在一定时期内生产活动的最终成果。,<p>A本国公民</p><p>B国内居民</p><p>C常住居民</p><p>D不包括外国人的常住居民</p>,4,C,GDP是国内生产总值的简称，是指一个国家（或地区）所有常住居民在一定时期内（一般按年统计）生产活动的最终成果。区分国内生产和国外生产一般以“常住居民”为标准，只有常住居民在1年内生产的产品和提供劳务所得到的收入才计算在本国的国内生产总值之内。,0,0
1,(单选题)按基础资产的性质划分，金融期权可以分为（）。,<p>A看涨期权和看跌期权</p><p>B欧式期权和美式期权</p><p>C买入期权和卖出期权</p><p>D现货期权和期货期权</p>,4,D,按照对价格的预期，金融期权可分为看涨期权和看跌期权；按行权日期不同，金融期权可分为欧式期权和美式期权；按基础资产的性质划分，金融期权可以分为现货期权和期货期权。,0,0
1,(单选题)按照《个人外汇管理办法实施细则》，对经常项目个人外汇管理描述错误的是（）。,"<p>A个人经常项目项下外汇收支分为经营性外汇收支和非经营性外汇收支</p><p>B境内个人外汇汇出境外用于经常项目支出,外汇储蓄账户内外汇汇出境外当日累计等值5万美元以下(含)的，凭本人有效身份证件在银行办理</p><p>C境内个人外汇汇出境外用于经常项目支出,手持外币现钞汇出当日累计等值1万美元以下(含)的，凭本人有效身份证件在银行办理</p><p>D境外个人经常项目外汇汇出境外,手持外币现钞汇出，当日累计等值1万美元以下(含)的，凭本人有效身份证件和本人原存款银行外币现钞提取单据办理。</p>",4,D,"根据《个人外汇管理办法实施细则》第8条规定,个人经常项目项下外汇收支分为经营性外汇收支和非经营性外汇收支。A正确第14条规定，外汇储蓄账户内外汇汇出境外当日累计等值5万美元以下(含)的，凭本人有效身份证件在银行办理;超过上述金额的，凭经常项目项下有交易额的真实性凭证办理;手持外币现钞汇出当日累计等值1万美元以下(含)的，凭本人有效身份证件在银行办理;超过上述金额的，凭经常项目项下有交易额的真实性凭证、经海关签章的《中华人民共和国海关进境旅客行李物品申报单》或本人原存款银行外币现钞提取单据办理。BC选项正确第15条规定,手持外币现钞汇出，当日累计等值1万美元以下(含)的，凭本人有效身份证件办理;超过上述金额的，还应提供经海关签章的《中华人民共和国海关进境旅客行李物品申报单》或本人原存款银行外币现钞提取单据办理。D错误。",0,0
1,(单选题)按照客户不同的财富观，不借钱不用信用卡，理财单纯化的是（）。,<p>A逃避者</p><p>B老鹰型</p><p>C积累者</p><p>D风险厌恶型</p>,4,A,逃避者，讨厌处理钱的事也不求助专家；不借钱不用信用卡，理财单纯化；除存款外不做其他投资，烦恼少。,0,0
1,(单选题)按照客户不同的财富观，量出为人，开源重于节流的是（）。,<p>A储藏者</p><p>B修道士</p><p>C逃避者</p><p>D积累者</p>,4,D,积累者，担心财富不够用，致力于积累财富；量出为入，开源重于节流；有赚钱机会时不排斥借钱滚钱。,0,0
