1,(单选题)下列关于理财顾问服务特点的描述，不正确的是（〕。 ,<p>A主体是商业银行 </p><p>B服务的目的是实现客户资产增值 </p><p>C从客户利益最大化的角度为客户提供理财建议 </p><p>D商业银行按客户的委托授权进行投资和资产管理</p>,4,D,商业银行按客户的委托授权进行投资和资产管理是综合理财服务的内容。,0,0
1,(单选题)根据货币时间价值概念，下列不属于货币终值影响因素的是( )。 ,<p>A计息的方法 </p><p>B现值的大小 </p><p>C利率 </p><p>D市场价格</p>,4,D,"单期中终值的计算公式 ：FV=PVX ( 1+r) ,多期中终值的公式为FV=PV(1+r)t 终值与计息方法、现值的 大小、利率相关， 而与市场价格无关。(本题出自金考必过，网址：www.jinkaobiguo.com，最好的刷题网站。)",0,0
1,(单选题)风险厌恶者更倾向于下列选择中的( )。 ,<p>A确定的4000美元损失 </p><p>B80%的可能损失6000美元，20%的可能无损失 </p><p>C确定的4000美元收入 </p><p>D80%的可能获得6000美元，20%的损失10000美元</p>,4,C,风险厌恶型投资者对待风险态度消极，不愿为增加收益而承担风险，非常注重资金安全，极力回避风 险。因而风险厌恶型更愿意选择确定性的收入或损失，而相对于损失而言，投资者更偏好收入。,0,0
1,"(单选题)美国金融理财师在工作经验方面， 要求必须在考试通过日的前( )年 , 或是后( ) 年内取得相关理财工作经 验。","<p>A10,5 </p><p>B5,10 </p><p>C5,5 </p><p>D10,10</p>",4,A,美金融理财师在工作经验方面，要求必须在考试通过日的前10年，或是后5年内取得相关理财工作经 验。,0,0
1,(单选题)银行代理保险产品的特点不包括( )。 ,<p>A设计比较简单 </p><p>B标准化程度高 </p><p>C在能提供一定保障的同时兼有储蓄的投资功能 </p><p>D收益率高</p>,4,D,"银行主要代理的险种包括人身保险和财产保险。目前占据市场主流的险种主要是人身保险新型产品中 的分红险和万能险,这些产品大部分设计比较简单,标准化程度比较高, 在能提供一定保障的同时兼有储 蓄的投资功能。",0,0
1,(单选题)王先生将1000元存入银行，银行的年利率是5%，按照单利计算，5年后能取得的总额为( )。 ,<p>A1250</p><p>B1050</p><p>C1200</p><p>D1276</p>,4,A,PV*（1+t*r）=1000*（1+5%*5）=1250元,0,0
1,(单选题)下列关于电子式储蓄国债，说法错误的是( )。 ,<p>A电子式储蓄国债是财政部在境内发行的，以电子方式记录债权的可流通人民币债券 </p><p>B电子式储蓄国债是面向境内个人投资者发售的 </p><p>C相较凭证式国债，电子式储蓄国债在便携性方面有很大提高 </p><p>D电子式储蓄国债需要投资者开立个人国债托管账户，并指定对应的资金账户</p>,4,A,"电子式储蓄债是财政部在境内发行的, 以电子方式记录债权的不可流通人民币债券； 它只面向境内 个人投资者发售, 企事业单位和行政机关等机构投资者不能购买； 相较凭证式债，由于电子式储蓄 债以电子方式记录债权，因此在便携性方面有很大提高； 需要投资者立个人债托管账户，并指 定对应的资金账户。",0,0
1,(单选题)个人理财顾问服务的风险提示管理措施合规的是( )。 ,"<p>A商业银行销售各类理财产品，以及商业银行对客户投资情况的评估和分析，都应包含相应的风险揭示 内容 </p><p>B商业银行应用专业术语准确地向客户进行风险提示 </p><p>C商业银行通过理财服务销售的其他产品,可以不进行风险提示 </p><p>D客户不必抄录""本人已经阅读上述风险提示，充分了解并清楚知晓了本产品风险， 愿意承担相关风 险""，但应在提示栏里签名</p>",4,A,"B项，根据《商业银行个人理财业务风险管理指引》第二十五条规定，商业银行在向客户说明有关投 资风险险时,应使用通俗易值的语言,配以必要的示例，说明最不利的投资情形和投资结果。CD两项,根 据《商业银行个人理财业务风险管理指引》第三十条规定商业银行提供个人理财顾问服务业务时，要 向客户进行风险提示。风险提示应设计客户确认栏和签字栏。客户确认栏应载明以下语句，并要求容 户抄录后签名 ""本人已阅读上述风险提示，充分了解并清楚知晓本产品的风险， 愿意承担相关风险"" 。",0,0
1,(单选题)下列关于货币市场的特征 ，描述正确的是( )。 ,<p>A风险低，收益高 </p><p>B收益高，安全性也高 </p><p>C流动性低，安全性也低 </p><p>D风险性低，流动性高</p>,4,D,货币市场是实现短期资金融通的场所，高投资工具一般都具有低风险、(本题出自金考必过，网址：www.jinkaobiguo.com，最好的刷题网站。)低收益特征；资金融通期限通 常在1年以内，因此具有高流动性的特征。,0,0
1,(单选题)保证收益的理财计划的起点金额，人民币应在( )万元以上，外币应在( )美元以上。 ,<p>A5;5000 </p><p>B5;10000 </p><p>C10;5000 </p><p>D10;10000</p>,4,A,保证收益理财计划的起点金额，人民币应在5万元以上， 外币应在5000美（或等值外币)以上； 其他 理财计划和投资产品的销售起点金额应不低于保证收益理财计划的起点金额，并依据潜在客户群的风 险认识和承受能力确定。,0,0
1,(单选题)关于金价与美元的关系，下列说法正确的是( ) 。 ,<p>A如果美元走势强劲，那么金价将下降 </p><p>B如果美元走势强劲，那么金价将上升 </p><p>C如果美元走势强劲，那么金价将不变 </p><p>D如果美元走势强劲，金价变化不能确定</p>,4,A,"通常情况下，美元是黄金的主要标价货币。如果美元走势强劲,即美元相对于其他货物升值，则只有黄 金的美元价格下降才能使黄金市场重新回到平衡。",0,0
1,(单选题)关于理财规划服务涉及的内容， 下列说法中错误的是( )。 ,<p>A涉及财务、法律、投资 </p><p>B涉及保险、税务等 </p><p>C不涉及债务管理 </p><p>D涉及家庭财务、非财务状况</p>,4,C,"理财规划服务涉及的内容非常广泛，它包括但不仅限于财务、法律、投资、保险、税务、债务管理等, 要求能够兼顾客户家庭财务、非财务状况以及不同时期变化的需求。",0,0
1,(单选题)下列关于商业银行销售个人理财产品的说法， 不正确的是( )。 ,<p>A商业银行不得销售不能独立测算或收益率为零或负值的理财计划 </p><p>B商业银行向客户承诺保证收益的附加条件，可以有对理财计划的期限调整、币种转换等权利 </p><p>C商业银行应根据理财计划或相关产品的风险状况设置适当的期限和销售起点金额 </p><p>D如果客户不主动提问，商业银行可以不进行风险提示</p>,4,D,"D项，根据《商业银行个人理财业务管理皙行办法》第四十条规定，商业银行理财计划的宣传和介绍 材,应包含对产品风险的揭示，并以醒目、通俗的文字表达。",0,0
1,(单选题)不动产登记的登记机构办理所在地为( )。,<p>A机构所在地 </p><p>B不动产的使用地 </p><p>C不动产的购买地 </p><p>D不动产所在地</p>,4,D,"根据《中华人民共和物权法》第10条规定，不动产登记由不动产所在地的登记机构办理。家对不 动产实行统一登记制度,统一登记的范围、登记机构和登记办法,由法律、行政法规规定。",0,0
1,(单选题)肢体语言的形式不包含( )。 ,<p>A面部表情 </p><p>B身体角度 </p><p>C动作姿势 </p><p>D说话语气</p>,4,D,"在面对面沟通中,肢体语言往往比语言本身对沟通效果的影响更重要,肢体语言的形式包含三方面：面部 表情、身体角度、动作姿势。",0,0
1,"(单选题)国内银行在提供个人理财顾问服务业务时一般会对投资者进行风险提示。假如A银行推出债券型理财产 品, 则其应主要进行( )提示。 ",<p>A汇率风险和利率风险 </p><p>B汇率风险和信用风险 </p><p>C市场风险和流动性风险 </p><p>D流动性风险和再投资风险</p>,4,A,"目前,对于投资者而言,购买债券型理财产品面临的最大风险来自利率风险、汇率风险和流动性风险。",0,0
