1,(单选题)()负责建立识别、计量、监测并控制风险的程序和措施。,<p>A董事会</p><p>B监事会</p><p>C股东大会</p><p>D高级管理层</p>,4,D,高级管理层的主要职责是负责执行风险管理政策，制订风险管理的程序和操作规程，及时了解风险水平及其管理状况，并确保商业银行具备足够的人力、物力和恰当的组织结构，管理信息系统以及技术水平，来有效地识别、计量、监测和制各项业务所承担的各种风险。故选D。,0,0
1,(单选题)()是将复杂的风险分解为多个相对简单的风险因素，从中识别可能造成严重风险损失的因素。,<p>A专家调查列举法</p><p>B分解分析法</p><p>C制作风险清单法</p><p>D资产财务状况分析</p>,4,B,分解分析法是风险管理人员将复杂的风险分解为多个相对简单的风险因素，从中识别可能造成严重风险损失的因素。故选B。,0,0
1,(单选题)()是指某一资产或资产组合采取证券资产这一价值形态的资产运营方式。,<p>A证券化资产</p><p>B资产证券化</p><p>C增量贷款证券化</p><p>D存量贷款证券化</p>,4,B,资产证券化是指某一资产或资产组合采取证券资产这一价值形态的资产运营方式。故选B。,0,0
1,(单选题)()通常被认为是商业银行破产的直接原因。,<p>A流动性风险</p><p>B信用风险</p><p>C操作风险</p><p>D市场风险</p>,4,A,流动性风险通常被认为是商业银行破产的直接原因。故选A。,0,0
1,(单选题)()指因管理或清收违约债项产生的但不能归结到某一笔具体债项的损失或成本。,<p>A直接损失或成本</p><p>B间接损失或成本</p><p>C违约债项</p><p>D违约债项的成本</p>,4,B,间接损失或成本，指因管理或清收违约债项产生的但不能归结到某一笔具体债项的损失或成本。故选B。,0,0
1,(单选题)()是通过风险模型计量后的数据，可以为不同的风险管理业务目标所共享。,<p>A内部数据</p><p>B中间计量数据</p><p>C组合结果数据</p><p>D外部数据</p>,4,B,中间计量数据，是通过风险模型计量后的数据，可以为不同的风险管理业务目标所共享。故选B,0,0
1,(单选题)()是最常用的风险事前控制手段。,<p>A风险定价</p><p>B限额管理</p><p>C风险资本重新分配</p><p>D应急预案</p>,4,B,限额管理是最常用的风险事前控制手段。故选B。,0,0
1,(单选题)《巴塞尔新资本协议》通过降低()要求，鼓励商业银行采用()技术。,<p>A监管资本，高级风险量化</p><p>B经济资本，高级风险量化</p><p>C会计资本，风险定性分析</p><p>D注册资本，风险定性分析</p>,4,A,《巴塞尔新资本协议》通过降低监管资本要求，鼓励商业银行采用高级风险量化技术。故选A。,0,0
1,(单选题)20世纪80年代以后，商业银行的风险管理进入()。,<p>A全面风险管理模式阶段</p><p>B资产风险管理模式阶段</p><p>C负债风险管理模式阶段</p><p>D资产负债风险管理模式阶段</p>,4,A,题中B项是20世纪60年代以前；C项是20世纪60年代；D项是20世纪70年代。故选A,0,0
1,(单选题)按标的物划分金融期货包括三大类()。,<p>A利率期货、货币期货、商品期货</p><p>B货币期货、商品期货、指数期货</p><p>C利率期货、商品期货、指数期货</p><p>D利率期货、货币期货、指数期货</p>,4,D,按标的物划分金融期货包括利率期货、货币期货、指数期货三类，商品期货不属于金融期货。故选D。,0,0
1,(单选题)按照银行监管必要性原理中的适度竞争论，认为银行业先天存在()的悖论。,<p>A垄断与竞争</p><p>B成本和收益</p><p>C风险和收益</p><p>D扩张和风险</p>,4,A,按照银行监管必要性原理中的适度竞争论，认为银行业先天存在垄断与竞争的悖论。而垄断和过度竞争都不利于银行业的稳健高效运行。因此需要政府适当的干预和引导，对银行业的市场准入和退出进行适当限制和管理。故选A。,0,0
1,(单选题)采用回收现金流法计算违约损失率时，若回收金额为l亿元，回收成本为0．8亿元，违约风险暴露为1．5亿元，则违约损失率为()。,<p>A0.8667</p><p>B0.1333</p><p>C0.1667</p><p>D0.2</p>,4,A,采用回收现金流法计算违约损失率，违约损失率=1-(回收金额-回收成本)／违约风险暴露=1-(1-0．8)／1．5≈B6．67%。故选A。,0,0
1,(单选题)从长期来看，商业银行资本分配于抵补操作风险的比例大约为()。,<p>A0.4</p><p>B0.3</p><p>C0.2</p><p>D0.1</p>,4,B,从长期来看，商业银行资本分配于抵补操作风险的比例大约为30%。故选B。,0,0
1,(单选题)当来源金额()使用金额时，出现所谓剩余，表明商业银行拥有一个“流动性缓冲期”。,<p>A小于</p><p>B等于</p><p>C大于</p><p>D无所谓</p>,4,C,所谓商业银行拥有一个“流动性缓冲期”，是指商业银行来源金额大于使用金额时，出现所谓剩余。故选C。,0,0
1,(单选题)对()进行分析，往往可以预测商业银行未来特定时段内的操作风险状况。,<p>A关键风险指标</p><p>B内部控制环境</p><p>C公司人员状况</p><p>D管理人员流动性</p>,4,A,关键风险指标的显著波动可能意味着操作风险的总体性质发生变化。因此，对关键风险指标进行分析，往往可以预测商业银行未来特定时段内的操作风险状况。关键风险指标通常包括交易量、员工水平、技能水平、客户满意度、市场变动、产品成熟度等。故选A。,0,0
1,(单选题)对特定交易工具的多头宅头给予限制的市场风险控制措施是()。,<p>A止损限额</p><p>B特殊限额</p><p>C风险限额</p><p>D交易限额</p>,4,D,对特定交易工具的多头空头给予限制的市场风险控制措施是交易限额。故选D。,0,0
1,(单选题)风险管理的最基本要求是()。,<p>A适时、准确地识别风险</p><p>B准确、详细地计量风险</p><p>C适时、完整地监测风险</p><p>D迅速、有效地控制风险</p>,4,A,有效地识别风险是风险管理中最基本的要求。故选A。,0,0
1,(单选题)风险是指()。,<p>A损失的大小</p><p>B损失的分布</p><p>C未来结果的不确定性</p><p>D收益的分布</p>,4,C,风险是指未来结果的不确定性。故选C。,0,0
1,(单选题)根据巴塞尔委员会的规定，下列关于银行各产品线及其对应的P值的说法，正确的是()。,<p>A交易和销售对应的P值为8%</p><p>B商业银行业务对应的P值为12%</p><p>C支付和结算对应的P值为15%</p><p>D公司金融对应的P值为18%</p>,4,D,题中A项应为1B%，B项应为15%，C项应为1B%。故选D。,0,0
1,(单选题)根据我国银监会制定的《商业银行风险监管核心指标》，其中对流动性资产的定义里，下面不被包括在内的一项是()。,<p>A一个月内到期的正常类贷款(不包括关注类贷款）</p><p>B在中国人民银行超额准备金存款</p><p>C在国内外二级市场随时可抛售的合格债券以及可随时变现的合格票据资产</p><p>D库存现金</p>,4,A,我国银监会制定的《商业银行风险监管核心指标》定义的流动性资产包括：现金、黄金、超额准备金存款、一个月内到期的同业往来款项轧差后资产方净额、一个月内到期的应收利息及其他应收款、一个月内到期的合格贷款、一个月内到期的债券投资、在国内外二级市场上可随时变现的债券投资、其他一个月内到期可变现的资产(剔除其中的不良资产)。故选A。,0,0
1,(单选题)关于操作风险报告的说法，正确的是()。,<p>A不能使用外部人员撰写的报告</p><p>B除高级管理层外，报告不应发送给丰}{应的各级管理层</p><p>C内审部门应直接参与业务部门的操作风险管理</p><p>D业务部门可以单独向高级管理层汇报，不一定需要经过风险管理部门</p>,4,D,为了确保风险报告的有效性和可靠性，还可以使用外部人员撰写的报告，如监管机构，外部审计师。除了高级管理层以外，风险报告还应发送给相应的各级管理层以及可能受到影响的有关单位。以提高商业银行整体的风险意识水平。内审部门不直接负责或参与其他部门的操作风险管理。故选D。,0,0
1,(单选题)关于商业银行常用的风险规避策略，下列叙述不准确的是()。,<p>A逐重就轻的投资选择原则</p><p>B“收软付硬”“借硬贷软”的币种选择原则</p><p>C扬长避短、趋利避害的债务互换策略</p><p>D资产结构短期化策略</p>,4,B,商业银行的币种选择为“收硬付软”“借软贷硬”，即在国际业务中，对将要收入或构成债权的项目选用汇价稳定趋升的“硬”货币；对将要支付或构成债务的项目选用汇价明显趋跌的“软”货币。实施这种策的前提是能够准确的预测汇率波动的方向，同时这也与谈判时银行的地位和实力有关。显然B项表述错误。故选B。,0,0
