1,(单选题)与单一法人客户相比，()不是集团法人客户的信用风险具有的特征。,<p>A财务报表真实性较好</p><p>B连环担保普遍</p><p>C风险识别难度大</p><p>D贷后监督难度大</p>,4,A,规模越大，风险管理越难以操作。由于集团法人客户内部可以容易地通过关联交易修改财务报表。财务报表的真实性不高。,0,0
1,(单选题)()可以为内部审计部门提供最直接的第一手资料和记录。,<p>A外部监督机构</p><p>B财务部门</p><p>C风险管理部门</p><p>D法律合规部门</p>,4,C,风险管理部门可以为内部审计部门提供最直接的第一手资料和记录。故选C。,0,0
1,(单选题)()是现代信用风险管理的基础和关键环节。,<p>A信用风险识别</p><p>B信用风险计量</p><p>C信用风险监控</p><p>D信用风险报告</p>,4,B,信用风险计量是现代信用风险管理的基础和关键环节，经历了从专家判断法、信用评分模型到违约概率模型3个主要发展阶段。故选B。,0,0
1,(单选题)()是指商业银行在一定时间内，以合理的成本获取资金用于偿还债务或增加资产的能力。,<p>A安全性</p><p>B流动性</p><p>C效益性</p><p>D便捷性</p>,4,B,流动性是商业银行在一定时间内，以合理的成本获取资金用于偿还债务或增加资产的能力，其基本要素包括：时间、成本和资金数量。故选B。,0,0
1,(单选题)()用来衡量企业所有者利用自有资金获得融资的能力，也用于判断企业的偿债资格和能力。,<p>A盈利能力比率</p><p>B效率比率</p><p>C杠杆比率</p><p>D流动比率</p>,4,C,杠杆比率用来衡量企业所有者利用自有资金获得融资的能力，也用于判断企业的偿债资格和能力。A、B、D三项不符合。故选C。,0,0
1,(单选题)()是目前操作风险识别与评估的主要方法中运用最广泛、最成熟的。,<p>A自我评估法</p><p>B流程图</p><p>C损失事件数据方法</p><p>D专家判断法</p>,4,A,自我评估法是目前操作风险识别与评估的主要方法中运用最广泛、最成熟的。故选A。,0,0
1,(单选题)()是指金融资产根据历史成本所反映的账面价值。,<p>A名义价值</p><p>B市场价值</p><p>C公允价值</p><p>D市值重估价值</p>,4,A,名义价值是指金融资产根据历史成本所反映的账面价值。故选A。,0,0
1,(单选题)()指导致企业资本及债务规模和构成发生变化的活动。,<p>A融资活动</p><p>B经营活动，</p><p>C投资活动</p><p>D都不是</p>,4,A,融资活动指导致企业资本及债务规模和构成发生变化的活动。故选A。,0,0
1,(单选题)1974年德国赫斯塔特银行宣布破产时，已经收到许多合约方支付的款项，但无法完成与交易对方的正常结算，甚至影响了全球金融系统的稳定运行。这一事件主要体现了商业银行的()。,<p>A市场风险</p><p>B信用风险</p><p>C操作风险</p><p>D流动性风险</p>,4,B,作为一种特殊的信用风险，结算风险是指交易双方在结算过程中，一方支付了合同资金但另一方发生违约的风险。故选B。,0,0
1,(单选题)CreditMonitor模型将企业的股东权益视为()。,<p>A企业资产价值的看涨期权</p><p>B企业资产价值的看跌期权</p><p>C企业股权价值的看涨期权</p><p>D企业股权价值的看跌期权</p>,4,A,CreditMonitor模型将企业的股东权益视为企业资产价值的看涨期权。故选A,0,0
1,(单选题)按照国际惯例，下列关于信用评定方法的说法，正确的是()。,<p>A对企业采用评级方法，对个人客户采用评分方法</p><p>B对企业采用评分方法，对个人客户采用评级方法</p><p>C对企业客户和个人客户都采用评级方法</p><p>D对企业客户和个人客户都采用评分方法</p>,4,A,按照国际惯例，针对个人客户的信用评定，采取简单的评分方法；针对企业客户的信用评定，采取复杂的评级方法，故选A。,0,0
