1,(单选题)市场风险在()中的汇率和商品价格风险被纳入了资本要求的范围。,<p>A基本账户</p><p>B银行账户和交易账户</p><p>C交易账户</p><p>D银行账户</p>,4,B,被纳入资本要求范围的：交易账户利率风险、股票价格风险；银行账户和交易账户汇率风险、商品价格风险。,0,0
1,(单选题)()不是声誉风险管理体系应当重点强调的内容。,<p>A明确商业银行的战略愿景和价值理念</p><p>B深入理解不同利益持有者对自身的期望值</p><p>C建立强大的、动态的风险管理系统，有能力提供风险事件的早期预警</p><p>D实现银行利润的最大化</p>,4,D,A、B、C三项都是商业银行声誉管理体系应当重点强调的内容，D错误。,0,0
1,(单选题)()方面的内容可以不在提交董事会和高级管理层的风险报告中反映。,<p>A原始损失数据</p><p>B诱因及对策</p><p>C关键风险指标</p><p>D资本金水平</p>,4,A,风险报告内容大致包括风险状况、损失事件、诱因及对策、关键风险指标、资本金水平五个部分。因此，A项原始损失数据方面的内容可以不在提交董事会和高级管理层的风险报告中反映。,0,0
1,(单选题)()经常是商业银行破产倒闭的原因。,<p>A操作风险</p><p>B市场风险</p><p>C法律风险</p><p>D流动性风险</p>,4,D,流动性风险是指银行因无力为负债的减少和资产的增加提供融资而造成损失或破产的可能性。,0,0
1,(单选题)()是衡量利率变动对银行当期收益影响的一种方法。,<p>A缺口分析</p><p>B久期分析</p><p>C敏感性分析</p><p>D情景分析</p>,4,A,这是缺口分析的定义。,0,0
1,(单选题)()是商业银行日常工作的一个重要部分，每个业务都要建立控制措施，分清责任范畴，并接受仔细的、独立的监控。,<p>A外部控制环境</p><p>B风险识别与评估</p><p>C内部控制措施</p><p>D监督、评价与纠正</p>,4,C,内部控制措施是商业银行日常工作的一个重要部分，每个业务都要建立控制措施，分清责任范围，并接受仔细的、独立的监控。,0,0
1,(单选题)()是指国际债权人在进行国际资金融通时往往要求当地信誉好的银行、非银行金融机构、企业或政府为其提供担保。,<p>A保险转移</p><p>B非保险转移</p><p>C两者都是</p><p>D两者都不是</p>,4,B,担保不等同于保险。保险就是找保险公司，本题题干没有提到保险，只是说明担保，所以这是非保险转移。,0,0
1,(单选题)()是指商业银行在满足监管机构提出的资格要求，以及定性和定量标准的前提下，通过内部操作风险计量系统计算监管资本要求。,<p>A标准法</p><p>B替代标准法</p><p>C内部评级法</p><p>D高级计量法</p>,4,D,这是高级计量法的定义。,0,0
1,(单选题)()是指银行所持有的各类风险性资产余额。,<p>A风险价值</p><p>B缺口</p><p>C市场价值</p><p>D敞口</p>,4,D,这是敞口的定义。,0,0
1,(单选题)()又称为营运能力比率，体现管理层管理和控制资产的能力。,<p>A盈利能力比率</p><p>B效率比率</p><p>C杠杆比率</p><p>D流动比率</p>,4,B,效率比率又称为营运能力比率，体现管理层管理和控制资产的能力。,0,0
1,(单选题)“5C”方法属于()评级方法。,<p>A信用评分法</p><p>B专家判断法</p><p>C历史模型法</p><p>D压力测试法</p>,4,B,“5C”方法属于专家判断法评级方法。,0,0
1,(单选题)《巴塞尔新资本协议》中为商业银行提供的三种操作风险经济资本计量方法不包括()。,<p>A高级计量法</p><p>B标准法</p><p>C基本指标法</p><p>D内部评级法</p>,4,D,巴塞尔委员会根据目前商业银行的实际做法，在《巴塞尔新资本协议》中为商业银行提供三种可供选择的操作风险经济资本计量方法，即基本指标法、标准法和高级计量法。,0,0
1,(单选题)20世纪60年代以前，商业银行的风险管理处于()。,<p>A资产负债风险管理模式阶段</p><p>B资产风险管理模式阶段</p><p>C全面风险管理模式阶段</p><p>D负债风险管理模式阶段</p>,4,B,20世纪60年代以前，商业银行的风险管理处于资产风险管理模式阶段。,0,0
1,(单选题)A公司主营业务是产品制造与销售，2010年其产品销售收入为5亿元，销售成本为3．6亿元，2010年期初存货为1120万元，期末存货为880万元，则该公司2010年存货周转天数为()天.,<p>A72</p><p>B10</p><p>C120</p><p>D140</p>,4,B,存货周转率=产品销售成本／[(期初存货+期末存货)／2]=36000／[(1120+880)／2]=36。存货周转天数=360／存货周转率=360／36=10(天)。,0,0
1,(单选题)A银行2010年年初共有关注类贷款600亿元，在2010年年末转为次级类、可疑类、损失类的贷款金额分别为30亿元、15亿元和5亿元，期初关注类贷款期间因回收减少了150亿元、因核销减少了50亿元，则该银行2010年的关注类贷款迁徙率为()。,<p>A0.125</p><p>B0.25</p><p>C0.5</p><p>D1</p>,4,A,关注类贷款迁徙率=期初关注类贷款向下迁徙金额／(期初关注类贷款余额一期初关注类贷款期间减少金额)100%=50／(600-150-50)100%=12.5%。,0,0
1,(单选题)A银行的外汇敞口头寸如下：美元多头180，英镑多头430，日元多头70，法国法郎空头390，瑞士法郎空头130，德国马克空头100，分别计算A银行持有的外汇的累积总敞口头寸、净总敞口头寸和短边法下的净多头头寸为()。,<p>A1300，60，680</p><p>B680，-60，680</p><p>C1300，60，620</p><p>D680，-60，620</p>,4,A,累计总敞口头寸为：180+430+70+390+130+100=1300。净总敞口头寸为：(180+430+70)-(390+130+100)=60。短边法先计算出净多头头寸之和为：180+430+70=680，净空头头寸之和为：390+130+100=620，因为前者绝对值较大，因此根据短边法计算的外汇总敞口头寸为680。,0,0
1,(单选题)CreditPortfolioViewTM与CreditMonitorTM所应用的方法都是基于经验观察，而唯一不同的是()。,<p>A前者是从宏观角度，后者是从微观角度</p><p>B前者是从微观角度，后者是从宏观角度</p><p>C前者重视历史数据，后者重视建模技术</p><p>D以上说法均不对</p>,4,A,前者以加入宏观因素为特征；后者以期权为特征。前者是宏观，后者是微观。两者都重视历史数据。,0,0
1,(单选题)巴塞尔委员会对市场风险内部模型提出的技术要求不包括()。,<p>A持有期为15个营业日</p><p>B市场风险要素价格的历史预测期至少为1年</p><p>C至少每3个月更新一次数据</p><p>D置信水平采用99%的单尾置信区间</p>,4,A,持有期为10个工作日。,0,0
1,(单选题)财政政策对许多行业具有较大影响，当财政紧缩时，行业信贷风险呈()趋势。,<p>A上升</p><p>B下降</p><p>C不变</p><p>D先上升后下降</p>,4,A,财政政策对许多行业具有较大影响，当财政紧缩时，行业信贷风险呈上升趋势。,0,0
1,(单选题)操作风险评估准备不包括()步骤。,<p>A准备</p><p>B评估</p><p>C确认</p><p>D报告</p>,4,C,操作风险评估准备包括准备、评估和报告三个步骤。准备阶段：包括确认评估对象、绘制流程图、收集整理操作风险信息；评估阶段：包括识别和评估固有风险、识别和评估现有控制、评估剩余风险、提出优化方案；报告阶段：包括整合评估成果和提交报告两个步骤。,0,0
1,(单选题)从内部控制的角度看，商业银行的风险控制体系可以采取()。,<p>A从基层业务单位到业务领域风险管理委员会的二级管理方式</p><p>B从基层业务单位到董事会和高级管理层的二级管理方式</p><p>C从基层业务单位到董事会和高级管理层，再到业务领域风险管理委员会的三级管理方式</p><p>D从基层业务单位到业务领域风险管理委员会，再到董事会和高级管理层的三级管理方式</p>,4,D,从内部控制的角度看，商业银行的风险控制体系可以采取从基层业务单位到业务领域风险管理委员会，再到董事会和高级管理层的三级管理方式。,0,0
1,(单选题)当久期缺口为正值时，如果市场利率上升，则资产价值减少的幅度比负债价值减少的幅度()。,<p>A大</p><p>B小</p><p>C一样</p><p>D无法判断</p>,4,A,当久期缺口为正值时，如果市场利率下降，则资产价值增加的幅度比负债价值增加的幅度大，流动性也随之增强；如果市场利率上升，则资产价值减少的幅度比负债价值减少的幅度大，流动性也随之减弱。,0,0
1,(单选题)对国有金融资产管理公司为执行国务院规定按面值收购国有银行不良贷款而定向发行的债券设定的风险权重为()。,<p>A0</p><p>B0.05</p><p>C0.1</p><p>D0.2</p>,4,A,对国有金融资产管理公司为执行国务院规定按面值收购国有银行不良贷款而定向发行的债券进行了特别处理，风险权重为0。,0,0
1,(单选题)对商业银行的个人住房抵押贷款风险权重为()。,<p>A0.2</p><p>B0.5</p><p>C0.7</p><p>D1</p>,4,B,对个人住房抵押贷款风险权重为50%。,0,0
1,(单选题)对一些无法避免和转移的风险采取一种现实的态度，是积极务实的，在不影响国际投资者根本或大局利益的前提下承担所面临的国别风险，就是()。,<p>A风险自留</p><p>B风险分散</p><p>C风险抑制</p><p>D以上都是</p>,4,A,题干中说明了是“承担风险”，也就是没有采取什么控制措施，从字面上看，也可判断A是正确选项。,0,0
1,(单选题)对于正向收益率曲线来说，某一时点上，投资期限越长，收益率()。,<p>A越低</p><p>B与期限无关</p><p>C越高</p><p>D发生波动</p>,4,C,正向收益率曲线，投资期限越长，收益率越高,0,0
1,(单选题)风险分散化的理论基础是()。,<p>A投资组合理论</p><p>B期权定价理论</p><p>C利率平价理论</p><p>D无风险套利理论</p>,4,A,风险分散化的理论基础是投资组合理论。,0,0
1,(单选题)风险管理的第三道防线是()。,<p>A风险管理制度</p><p>B风险管理职能部门</p><p>C前台业务人员</p><p>D内部审计</p>,4,D,内部审计是风险管理的第三道防线。,0,0
1,(单选题)风险价值是指在一定的持有期和()下，利率、汇率等市场风险要素发生变化对资产价值造成的最大损失。,<p>A违约概率</p><p>B违约损失率</p><p>C置信水平</p><p>D持有金额</p>,4,C,本题考查风险价值的概念。,0,0
1,(单选题)风险文化由三个层次组成，以下不属于这三个层次的是()。,<p>A风险管理理念</p><p>B风险管理人员</p><p>C风险管理知识</p><p>D风险管理制度</p>,4,B,风险文化由风险管理理念、知识和制度三个层次组成。,0,0
1,(单选题)根据我国监管机构和《巴塞尔新资本协议》的要求，商业银行计算市场风险加权资产，应采用()来进行。,<p>A高级计量法</p><p>B基本指标法</p><p>C内部评级法</p><p>D内部模型法</p>,4,D,《巴塞尔新资本协议》对三大风险加权资产规定了不同的计算方法：①对于信用风险资产，商业银行可以采取标准法、内部评级初级法和内部评级高级法计算；②对于市场风险，商业银行可以采用标准法或内部模型法计算；③对于操作风险，商业银行可以采用基本指标法、标准法或高级计量法计算。,0,0
1,(单选题)关于风险管理和商业银行经营的关系，说法不正确的是()。,<p>A承担和管理风险是商业银行的基本职能。也是商业银行业务不断创新发展的原动力</p><p>B风险管理从根本上改变了商业银行的经营模式</p><p>C风险管理能够为商业银行风险管理技术提供依据，并有效管理商业银行的业务模式</p><p>D风险管理水平体现了商业银行的核心竞争力，不仅是商业银行生存发展的需要，也是现代金融监管的迫切要求</p>,4,C,风险管理能够为商业银行风险定价提供依据，并有效管理金融资产和业务组合。,0,0
1,(单选题)国别风险管理体系不包括()。,<p>A董事会和高级管理层的有效监控</p><p>B熟知各个国家的风险管理政策和程序</p><p>C完善的国别风险识别、计量、监测和控制过程</p><p>D完善的内部控制和审计</p>,4,B,商业银行应当将国别风险管理纳入全面风险管理体系，建立与自身战目标、国别风险暴露规模和复杂程度相适应的国别风险管理体系。国别风险管理体系包括以下基本要素：董事会和高级管理层的有效监控；完善的国别风险管理政策和程序；完善的国别风险识别、计量、监测和控制过程；完善的内部控制和审计。,0,0
1,(单选题)过去3年，某企业集团的经营重点逐步从机械制造转向房地产开发，商业银行在审核该集团法人客户的贷款申请时发现，其整体投资现金流连年为负，经营现金流显著减少。融资现金流急剧放大。根据以上信息，下列选项叙述正确的是()。,<p>A投资房地产行业的高收益确保该企业集团的偿债能力很强</p><p>B多元化经营有助于提升该企业集团的盈利能力</p><p>C该企业集团的短期偿债能力较弱</p><p>D该企业集团投资房地产已经造成损失</p>,4,C,根据该企业集团整体投资现金流连年为负，经营现金流显著减少，可以推断其短期偿债能力较弱。,0,0
