1,(单选题)公司信贷业务的交易对象为() ,<p>A银行 </p><p>B银行的合作单位 </p><p>C信贷产品 </p><p>D银行和银行的交易对手</p>,4,D,公司信贷业务的交易对象包括银行和银行的交易对手，银行的交易对手主要是指经工商行政管理机关 （或主管机关）核准登记，拥有工商行政管理部门颁发的营业执照的企（事）业法人和其他经济组 织。,0,0
1,(单选题)电子票据的期限在传统纸质票据的基础上延长至() ,<p>A3年 </p><p>B1.5年 </p><p>C1年 </p><p>D4年</p>,4,C,电子票据较传统纸质票据，实现了以数据电文形式代替原有纸质实物票据、以电子签名取代实体签 章、以网络传输取代人工传递、以计算机录入代替手工书写等变化，其期限延长至一年，使企业融资 期限安排更加灵活。,0,0
1,(单选题)金融机构的存、贷款利率水平由()决定。 ,<p>A政府管制 </p><p>B市场供求 </p><p>C银行等金融机构 </p><p>D行业规定</p>,4,B,在利率市场化下，利率的形成是由市场供求决定的。人民银行将按照先外币、后本币、先贷款、后存 款，存款先大额长期、后小额短期的基本步骤，逐步建立由市场供求决定的金融机构存、贷款利率水 平的利率形成机制。,0,0
1,(单选题)以下关于费率的说法中，不正确的是() ,<p>A费率是指利率以外的银行提供信贷服务的价格 </p><p>B费率一般以信贷产品金额为基数按一定比率计算 </p><p>C商业银行的费率以信贷产品数量为基数按一定比率计算 </p><p>D费率的类型主要包括担保费、承诺费、承兑费、银团安排费、开证费等</p>,4,C,费率是指利率以外的银行提供信贷服务的价格，一般以信贷产品金额为基数按一定比率计算。费率的 类型较多，主要包括担保费、承诺费、承兑费、银团安排费、开证费等。,0,0
1,(单选题)2005年，中国工商银行与中国建设银行首次签订了银团贷款合作章程，开创了国内银行业大额信贷的崭 新模式。此种银团贷款属于() ,<p>A内部银团 </p><p>B国际银团 </p><p>C国内银团 </p><p>D集团银团</p>,4,C,银团贷款分为国内银团、国际银团和内部银团三类。国际银团是由不同国家的多家银行组成的银行集 团。内部银团贷款是指银行两个或两个以上同行级，依据同一贷款协议、按约定时间和比例，向借款 人提供的本外币贷款和其他信用或服务的融资方式。关于国内银团：2005年中国工商银行和中国建设 银行首次签订了银团贷款合作章程，开创了国内银行业大额信贷的崭新模式。,0,0
1,(单选题)根据真实票据理论，企业长期投资的资金不来自() ,<p>A长期债券 </p><p>B长期设备贷款 </p><p>C留存收益 </p><p>D发行新的股票</p>,4,B,根据真实票据理论，长期投资的资金应来自长期资源，如留存收益、发行新的股票以及长期债券；银 行不能发放不动产贷款、消费贷款和长期设备贷款等。,0,0
1,(单选题)认为银行稳定的贷款应建立在现实的归还期限与贷款的证券担保基础上，从而导致银行中长期设备贷 款、住房贷款、消费贷款等迅速发展的信贷理论是(),<p>A资产转换理论 </p><p>B超货币供给理论 </p><p>C真实票据理论 </p><p>D预期收入理论</p>,4,D,预期收入理论认为稳定的贷款应建立在现实的归还期限与贷款的证券担保的基础上，在这一理论影响 下，二战后银行中长期设备贷款、住房贷款、消费贷款等迅速发展起来了。,0,0
1,(单选题)信贷资金运动的出发点为() ,<p>A银行 </p><p>B中央银行 </p><p>C借款者 </p><p>D担保者</p>,4,A,信贷资金运动以银行为出发点，进入社会产品生产过程去执行它的职能，然后又流回到银行的全过 程。,0,0
1,(单选题)直接关系到银行业金融机构预期收益的实现和信贷资金的安全的是() ,<p>A合同签订管理 </p><p>B贷后管理 </p><p>C贷款回收与处置 </p><p>D已到期的未承兑</p>,4,C,贷款回收与处置直接关系到银行业金融机构预期收益的实现和信贷资金的安全，贷款到期按合同约定 足额归还本息，是借款人履行借款合同、维护信用关系当事人各方权益的基本要求。,0,0
1,(单选题)下列关于银行业金融机构开展绿色信贷，错误的说法是() ,<p>A在绿色信贷的组织管理方面，银行业金融机构高级管理层不用再重新明确权限分工，只需在原有机构 设置的基础上强调下绿色信贷的各项具体工作即可 </p><p>B银行业金融机构实行有差别的、动态的授信政策，实施风险敞口管理制度 </p><p>C银行业金融机构应建立健全绿色信贷标识和统计制度，完善相关信贷管理系统 </p><p>D银行业金融机构在授信流程中应强化环境风险和社会风险管理</p>,4,A,在绿色信贷组织管理方面，银行业金融机构高级管理层应当明确一名高管人员及牵头管理部门，配备 相应资源，组织开展并归口管理绿色信贷各项工作。,0,0
1,(单选题)下列属于影响银行营销决策的微观环境的是() ,<p>A具体的法律法规及司法程序 </p><p>B政府各项经济政策 </p><p>C社会思潮与社会习惯 </p><p>D银行同业的竞争状况</p>,4,D,影响银行营销决策的宏观环境有经济与技术环境、政治与法律环境、社会与文化环境。影响银行营销 决策的微观环境有信贷资金的供求状况、信贷资金的需求状况和银行同业的竞争状况。,0,0
1,(单选题)进行市场细分后，属于同一细分市场的客户的需求和欲望() ,<p>A有较大差异 </p><p>B相似 </p><p>C简化 </p><p>D具体</p>,4,B,市场细分的目的是使银行根据不同子市场的特殊但又相对同质的需求和偏好，有针对性地采取一定的 营销组合策略和营销工具，以满足不同客户群的需求。其中属于同一细分市场的客户具有相似的需求 和欲望，属于不同细分市场的客户对同一产品的需求和欲望存在明显的差别。,0,0
1,(单选题)公司信贷客户按规模细分时，林业行业大型企业的营业收入需满足() ,<p>A营业收入Y≥10000万元 </p><p>B营业收入Y≥20000万元 </p><p>C营业收入Y≥25000万元 </p><p>D营业收入Y≥30000万元</p>,4,B,国统字[2011]75号文件对我国大中小微型企业的划分作出具体规定，对于农、林、牧、渔业的大型企 业的营业收入Y需为：Y≥20000万元。,0,0
1,(单选题)产品组合的宽度极小，深度不大，但关联性极强，有这种特点的产品组合策略形式是() ,<p>A市场专业型 </p><p>B全线全面型 </p><p>C产品线专业型 </p><p>D特殊产品专业型</p>,4,D,特殊产品专业型专门提供或经营某些具有优越销路的产品或服务项目。这种策略的特点是：产品组合 的宽度极小，深度不大，但关联性极强。,0,0
1,(单选题)新进入某市场的银行最适合采取的定位策略是() ,<p>A补缺式定位 </p><p>B对抗式定位 </p><p>C主导式定位 </p><p>D追随式定位</p>,4,D,某商业银行可能由于某种原因，如刚刚开始经营，刚刚进入市场，资产规模中等，分支机构不多，没 有能力向主导型的银行进行强有力的冲击和竞争。这类银行往往采用追随方式效仿主导银行的营销手 段。,0,0
1,(单选题)由于贷款的期限、种类、保障程度及贷款对象等各种因素的不同，贷款的风险程度也有所不同，这种银 行为承担贷款风险而花费的费用称为() ,<p>A贷款的风险损失 </p><p>B贷款的风险成本 </p><p>C贷款的补偿损失 </p><p>D贷款的价格</p>,4,B,由于贷款的期限、种类、保障程度及贷款对象等各种因素的不同，贷款的风险程度也有所不同，这种 银行为承担贷款风险而花费的费用，称为贷款的风险费用，也是贷款的风险成本。,0,0
1,(单选题)英国西敏寺银行、法国兴业银行以及德国商业银行达成一项跨地区合作协议，即三大银行可以互相给对 方客户提供信贷服务。这种方式属于() ,<p>A自营营销渠道 </p><p>B代理营销渠道</p><p>C合作营销渠道 </p><p>D网点营销渠道</p>,4,C,题中这种方式即为合作营销方式，它已经成为银行开展跨国营销的主要业务拓展方式。自营营销渠道 是指银行将产品直接销售给最终需求者，不通过任何中间商；代理营销渠道是指银行建立自己的代理 行网络，相互代理业务。,0,0
1,(单选题)银行的促销方式不包括() ,<p>A广告 </p><p>B人员促销 </p><p>C公共宣传和公共关系 </p><p>D销售联盟</p>,4,D,无,0,0
1,(单选题)下列关于流动资金贷款借款人应具备的条件，说法错误的是() ,<p>A借款人依法设立，借款用途明确、合法 </p><p>B借款人生产经营合法、合规 </p><p>C借款人即使有重大不良信用记录，只要现在有良好的财务状况也符合条件 </p><p>D借款人具有持续经营能力，有合法的还款来源</p>,4,C,流动资金贷款借款人应具备的条件为：(1)借款人依法设立，借款用途明确、合法。(2)借款人生产经营 合法、合规。(3)借款人具有持续经营能力，有合法的还款来源。(4)借款人信用状况良好，无重大不良 信用记录。(5)贷款人要求的其他条件。,0,0
1,(单选题)实物操作中，()是否受理往往基于对客户或项目的初步判断。 ,<p>A贷款申请 </p><p>B贷前调查 </p><p>C贷后监督 </p><p>D贷款抵押</p>,4,A,实务操作中，贷款申请是否受理往往基于对客户或项目的初步判断。作为风险防范的第一道关口，在 贷款的派生收益与贷款本身安全性的权衡上，业务人员应坚持将贷款安全性放在第一位，对安全性较差的项目在受理阶段须持谨慎态度。,0,0
1,(单选题)下列选项中不具备法律效力的是() ,<p>A判决书 </p><p>B贷款合同 </p><p>C贷款承诺 </p><p>D贷款意向书</p>,4,D,贷款意向书是一种意向性的书面声明，不具备法律效力；A、B、C三项都具备法律效力。,0,0
1,(单选题)在确立贷款意向后，还有一个比较重要的环节是() ,<p>A银行向客户索取贷款申请资料 </p><p>B面谈访问 </p><p>C内部意见反馈 </p><p>D撰写会谈纪要</p>,4,A,面谈访问和内部意见反馈都是在贷款意向阶段之前的环节；而撰写会谈纪要属于内部意见反馈中的一 个部分；在确立贷款意向后，银行向客户索取贷款申请资料是一个比较重要的环节。,0,0
1,(单选题)对于抵押贷款，借款人需要提供() ,<p>A抵押物清单 </p><p>B项目可行性研究报告 </p><p>C进出口银行开立的信用证 </p><p>D近三年财务报表</p>,4,A,无,0,0
1,(单选题)在进行现场调研的过程中，业务人员在实地考察时必须() ,<p>A参观客户办公环境 </p><p>B查阅客户财务资料 </p><p>C亲自参观客户的生产经营场所 </p><p>D亲自询问借款企业每一个不同层次的公司成员</p>,4,C,在实地考察时，业务人员必须亲自参观客户的生产经营场所，亲眼目测公司的厂房、库存、用水量、 用电量、设备或生产流水线。,0,0
1,(单选题)贷款发放后能否如数按期收回的关键是() ,<p>A贷款申请 </p><p>B贷款审批 </p><p>C贷前调查 </p><p>D贷款担保</p>,4,C,贷前调查是银行受理借款人申请后，对借款人的信用等级以及借款的合法性、安全性、盈利性等情况 进行调查，核实抵（质）押物、保证人情况，测定贷款风险度的过程。贷前调查是银行发放贷款前最 重要的一环，也是贷款发放后能否如数按期收回的关键。,0,0
1,(单选题)在商业银行项目融资贷前调查报告中，项目建设环境条件不包括() ,<p>A内部的人力、物力、财力资源条件 </p><p>B外部的建筑施工条件 </p><p>C项目建设的物资供应配套条件 </p><p>D技术政策和区域发展规划</p>,4,D,A、B、C三项均属于商业银行项目融资贷前调查报告的非财务分析中的项目建设环境条件，而D项属 于项目融资贷前调查报告的非财务分析中的项目背景分析的内容。,0,0
1,(单选题)直接影响到投资环境的优劣和区域发展的快慢因素是() ,<p>A区域自然条件 </p><p>B区域市场化程度与法制框架 </p><p>C区域产业结构 </p><p>D市场的成熟和完善与否</p>,4,D,市场的成熟和完善与否，直接影响到投资环境的优劣和区域发展的快慢。通常情况下，市场化程度越 高，区域风险越低。,0,0
1,(单选题)以下关于评价信贷资产质量的指标的表述不正确的是() ,<p>A信贷余额扩张系数为负数时，意味着区域信贷增长速度过快 </p><p>B信贷平均损失比率越高，区域风险越大 </p><p>C信贷资产相对不良率越高，区域风险越高 </p><p>D不良率变幅为负，说明资产质量上升，区域风险下降</p>,4,A,无,0,0
1,(单选题)2009年下半年，受全球经济危机影响，我国汽车行业、机械行业等钢铁下游行业走弱，从而导致我国钢 铁行业库存积压、资金流转不畅，无法按时偿还银行贷款，银行面临的此种风险主要因为受()因素影响。 ,<p>A地区生产力布局 </p><p>B产业组织结构 </p><p>C产业链位置 </p><p>D国家政策</p>,4,C,无,0,0
1,(单选题)目前我国日用品行业产品成熟、产品差异化很小、产品质量与技术提升的空间都非常有限，由于产品的 同质化使得消费者可选择的空间扩大，从而导致各家电厂家竞争激烈，大打“价格战”，则根据行业成 熟度四阶段模型来判断，该行业处于() ,<p>A启动阶段 </p><p>B成长阶段 </p><p>C成熟阶段 </p><p>D衰退阶段</p>,4,C,处于成熟阶段的行业增长较为稳定，成熟期的产品和服务已经非常标准化，行业中的价格竞争非常激 烈，新产品的出现速度也非常缓慢。题中描述的特征符合四个阶段中成熟阶段的特征。,0,0
1,(单选题)关于成长阶段企业信贷风险分析不正确的是() ,<p>A成长阶段的企业代表中等程度的风险 </p><p>B由于行业发展和变化仍非常迅速，将会导致持续不断的不确定风险 </p><p>C销售增长和产品开发有可能导致偿付风险 </p><p>D有能力偿还任何营运资本贷款和固定资产贷款</p>,4,D,成长阶段的企业代表中等程度的风险，但是这一阶段也同时拥有最大的机会，因为现金和资本需求非 常大。由于行业发展和变化仍然非常迅速，将会导致持续不断的不确定风险。要想确定潜在借款人是 否有能力获得成功，细致的信贷分析是必不可少的。连续不断的销售增长和产品开发将会导致负的并 且不稳定的经营现金流，从而引发偿付风险。成长阶段的企业如果发展过于迅速，对现金的需求较 大，而且在增长速度放缓到相对平稳的水平之前并不一定会有能力偿还任何营运资本贷款和固定资产 贷款。,0,0
1,(单选题)当消费者购买来自于另一行业的替代产品或者服务的“品牌转换成本”越低，行业风险() ,<p>A越大 </p><p>B越小 </p><p>C不变 </p><p>D不确定</p>,4,A,无,0,0
