1,(单选题)“受人之托，代人理财”，这是形容()的业务。,<p>A金融资产管理公司</p><p>B信托公司</p><p>C金融租凭公司</p><p>D货币经纪公司</p>,4,B,“受人之托，代人理财”形容信托公司的业务。故选B。,23,1,0,0
1,(单选题)1999年，我国为了管理和处置国有银行的不良贷款，成立了四家资产管理公司，分别收购、管理和处置四家国有商业银行和()的部分不良资产?,<p>A国家开发银行</p><p>B中国进出口银行</p><p>C中国农业发展银行</p><p>D中国人民银行</p>,4,A,国开发完成股份制改造,23,1,0,0
1,(单选题)2009年银监会批准，由境内商业银行或农村合作银行在农村地区设立的专门为县域农民、农业和农村经济发展提供贷款服务的非银行金融机构()。,<p>A村镇银行</p><p>B贷款公司</p><p>C农村资金互助社</p><p>D消费金融公司</p>,4,B,要求考生理解各类金融机构的定义。（本题来自嗨考网）,23,1,0,0
1,(单选题)负责监管汽车金融公司的机构是()。,<p>A中国银行业协会</p><p>B中国银监会</p><p>C中国人民银行</p><p>D中国汽车工业协会</p>,4,B,中国的汽车金融公司是指经银监会批准设立的，为中国境内的汽车购买者及销售者提供贷款的非银行金融企业法人。负责监管汽车金融公司的机构是银监会。,23,1,0,0
1,(单选题)根据《金融租赁公司管理办法》的规定，金融租赁公司是经营()业务为主的非银行金融机构。,<p>A经营租赁</p><p>B转租赁</p><p>C租赁</p><p>D融资租赁</p>,4,D,金融租赁公司是指经银监会批准，以经营融资租赁业务为主的非银行金融机构。,23,1,0,0
1,(单选题)金融市场发展对商业银行的促进作用不包括()。,<p>A能够在很多方面直接促进商业银行的业务发展和经营管理</p><p>B银行上市发行股票，其脱票和债券的价格会影响商业银行的经营管理，尤其是可能导致银行经营管理者的短期行为</p><p>C为商业银行的客户评价及风险提供了参考标准</p><p>D货币市场和资本市场能为商业银行提供大量的风险管理工具，在市场上通过正常的交易来转移风险</p>,4,B,B为消极作用。,23,1,0,0
1,(单选题)经中国银监会批准，由乡（镇）、行政村农民和农村小企业自愿入股组成，为社员提供存款、贷款、结算等业务的社区互助性银行业金融机构是()。,<p>A农村合作银行</p><p>B农村资金互助社</p><p>C农村信用社</p><p>D农村商业银行</p>,4,B,本题考查农村资金互助社的定义。,23,1,0,0
1,(单选题)没有代理权的代理行为，只有经过被代理人的()，被代理人才承担民事责任。,<p>A书面确认</p><p>B追认</p><p>C事先承认</p><p>D确认</p>,4,B,没有被追认的代理行为由代理人负责。,23,1,0,0
1,(单选题)我国商业银行的主要业务对象是()。,<p>A个人</p><p>B企业</p><p>C政府</p><p>D社会团体</p>,4,B,在中国，推动整个经济增-Ik的主要力量是投资，决定了商业银行的主要业务对象是企业。,23,1,0,0
1,(单选题)下列属于银监会监管的非银行金融机构的有()。①城市商业银行②基金管理公司③农村信用社④信托公司⑤货币经纪公司⑥农村资金互助社⑦金融资产管理公司⑧期货经纪公司,<p>A③④⑧</p><p>B②④⑤⑦⑧</p><p>C④⑤⑦</p><p>D②③④⑤⑥⑦</p>,4,C,由银监会负责监管的非银行金融机构包括金融资产管理公司、信托公司、企业集团财务公司、金融租赁公司、汽车金融公司、货币经纪公司。,23,1,0,0
1,(单选题)下列选项中不属于中国人民银行的职责的是()。,<p>A监督管理银行间债券市场、外汇市场</p><p>B发行人民币、管理人民币流通</p><p>C审查批准银行业金融机构的设立、变更、终止以及业务范围</p><p>D维护支付、清算系统的正常运行</p>,4,C,审查批准银行业金融机构的设立、变更、终止以及业务范围为银监会的职责。,23,1,0,0
1,(单选题)下面哪个选项属于中国人民银行建设的征信体系?(),<p>A企业征信</p><p>B个人征信</p><p>C企业征信和个人征信</p><p>D都不是</p>,4,C,中国人民银行建设了企业征信和个人征信两大系统。故选C。,23,1,0,0
1,(单选题)以下哪一项用于衡量银行实际承担损失超出预计损失的那部分损失？(),<p>A经济资本</p><p>B监管资本</p><p>C会计资本</p><p>D核心资本</p>,4,A,暂无解析,23,1,0,0
1,(单选题)银监会要求银行业金融机构按照规定如实向社会披露财务报告、分析管理状况等重大信息，属于监管措施中的()。,<p>A市场准入</p><p>B监管谈话</p><p>C非现场监管</p><p>D信息披露监管</p>,4,D,银监会要求银行业金融机构按照规定如实向社会披露财务报告、分析管理状况等重大信息，属于监管措施中信息披露监管。,23,1,0,0
1,(单选题)在开展创新活动时，银行必须遵循“审慎尽责”的基本原则，其主旨主要在于()。,<p>A避免客户投诉</p><p>B将客户利益放在首位，始终从客户的角度来思考问题</p><p>C引导理性投资和消费</p><p>D认识您的客户</p>,4,B,实际上，审慎尽责和符合客户利益这两个原则是完全一致的，审慎尽责的主旨就是为了更好地保护客户的利益。,23,1,0,0
2,(多选题)近年来，在合并农村信用社的基础上组建的农村金融机构有()。,<p>A农村商业银行</p><p>B村镇银行</p><p>C农村合作银行</p><p>D中国农业银行</p><p>E农村资金互助社</p>,5,AC,农村商业银行和农村合作银行是在合并农村信用社的基础上组建的。（本题来自嗨考网）,23,1,0,0
2,(多选题)我国组建金融资产管理公司的主要目的是为了()。,<p>A获取最大利润</p><p>B以最大限度保全资产、减少损失</p><p>C收购国有银行不良贷款</p><p>D为企业提供最优金融服务</p><p>E管理和处置因收购国有银行不良贷款形成的资产</p>,5,BCE,金融资产管理公司，是指经国务院决定设立的收购国有银行不良贷款，管理和处置因收购国有银行不良贷款形成的资产的国有独资非银行金融机构。金融资产管理公司以最大限度保全资产、减少损失为主要经营目标，依法独立承担民事责任。,23,1,0,0
2,(多选题)下列不属于农业发展银行的业务是()。,<p>A监督管理银行间外汇市场</p><p>B向国家两基一扶等大型工程提供贷款</p><p>C为扩大进出口提供资金支持</p><p>D承担国家规定的农业政策性贷款</p><p>E代理财政性支农资金的拨付</p>,5,ABC,监督管理银行间外汇市场，向国家两基一扶等大型工程提供贷款，为扩大进出口提供资金支持，不属于农业发展银行的业务。,23,1,0,0
2,(多选题)下列不属于银监会职责的有()。,<p>A编制银行业统计报表</p><p>B对商业银行进行非现场监管</p><p>C处理银行业突发事件</p><p>D制定货币政策</p><p>E监督管理银行间外汇市场</p>,5,DE,ABC都是银监会的职责，选项DE属于中央银行的职责。,23,1,0,0
2,(多选题)下列关于窗口指导的说法，正确的有()。,<p>A中央银行利用自己的声望和地位，使用口头或书面的形式</p><p>B以限制贷款增减额为主要特征</p><p>C以限制存贷款增减额为主要特征</p><p>D仅是一种指导，不具有法律效力</p><p>E具有一定的强制性</p>,5,ABDE,窗口指导指中央银行利用自己的地位与声望，使用口头或书面的形式，向金融机构通报金融形势，说明中央银行意图，劝其采取某些相应措施，贯彻中央银行的货币政策。故A选项正确。以限制贷款增减额为主要特征的窗口指导，作为一项货币政策工具，虽然仅是一种指导，不具有法律效力，但发展到今天，已经转化为一种具有一定强制性的手段。故BDE选项正确。,23,1,0,0
2,(多选题)下列关于消费金融公司说法正确的是()。,<p>A不吸收公众存款</p><p>B可向境内金融机构借款</p><p>C为境内居民提供消费为目的的贷款</p><p>D2010年获批成立</p><p>E可经过批准发行金融债券</p>,5,ABCDE,ABCDE关于消费金融公司说法都正确。,23,1,0,0
