1,(单选题)关于货币市场基金的说法，不正确的是（）。,<p>A最近7日年化收益率是收益分析的重要指标</p><p>B货币市场基金是一种现金管理工具，在一定程度上具有替代银行活期存款的作用</p><p>C我国法规要求货币市场基金投资组合的平均剩余期限在每个交易日不得超过397天</p><p>D货币市场基金债券正回购的资金余额不得超过20%</p>,4,C,我国法规要求货币市场基金投资组合的平均剩余期限在每个交易日不得超过180天。,0,0
1,(单选题)不影响净资产收益率的指标包(）,<p>A总资产周转率</p><p>B资产净利率</p><p>C资产负债率</p><p>D流动比率</p>,4,D,净资产收益率=销售利润率总资产周转率权益乘数；权益乘数=1（1-资产负债率）：资产净利率=销售利润率总资产固转率。流动比率是没有任何关系的。,0,0
1,(单选题)证券交易所设（）负责日常事务。,<p>A总经理</p><p>B董事长</p><p>C会长</p><p>D理事长</p>,4,A,证券交易所设总经理，负责日常事务。,0,0
1,(单选题)资产负债表的作用不包括〔〕。,<p>A资产负债表列出了企业占有资源的数是和性质</p><p>B资产负债表上的资源为分析收入来源性质及其稳定性提供了基础</p><p>C资产负债表可以为收益把关</p><p>D资产负债表可以反映企业投入与产出的关系</p>,4,D,反映企业投入与产出的关系的是利润表。,0,0
1,(单选题)私募股权二级市场投资战略是具有（）特性的投资战略。,<p>A周期长、风险小、流动性强</p><p>B周期短、风险小、流动性强</p><p>C周期短、风险大、流动性强</p><p>D周期长、风险大、流动性差</p>,4,D,私募股权二级市场投资战是具有周期长、风险大、流动性差特性的投资战略。,0,0
1,(单选题)大多数资信好的公司采用()的发行方式来发行商业票据。,<p>A直接发行</p><p>B间接发行</p><p>C贴现发行</p><p>D以上选项都不正确</p>,4,A,直接发行指发行主体直接将票据销售给投资人，大多数资信好的公司采用这种发行方式。,0,0
1,(单选题)（）不采用托管人结算模式。,<p>A证券投资基金</p><p>B保险资产</p><p>C证券公司单一信托计划</p><p>D企业年金基金</p>,4,C,采用托管人结算模式的托管资产类型有证券投资基金、保险资产、企业年金基金、基金管理公司特定客户资产管理产品、证券公司单一客户资产管理计划、证券公司集合资产管理计划、QFII基金等。,0,0
1,(单选题)短期融资券由（）承销并采用（）的方式发行，通过市场招标确定发行利率。,<p>A证券公司；有担保</p><p>B证券公司；无担保</p><p>C商业银行；有担保</p><p>D商业银行；无担保</p>,4,D,短期融资券由商业银行承销并采用无担保的方式发行（信用发行），通过市场招标确定发行利率。,0,0
1,(单选题)股票的变化表现为三种趋势：长期趋势、中期趋势及短期趋势。其中，（）最为重要，也最容易被辨认，是投资者主要的观察对象。,<p>A长期趋势</p><p>B中期趋势</p><p>C短期趋势</p><p>D中期趋势和短期趋势</p>,4,A,长期趋势最为重要，也最容易被辨认，是投资者主要的观察对象。,0,0
1,(单选题)认购公司型基金的投资人是基金公司的（）。,<p>A债券人</p><p>B收益人</p><p>C股东</p><p>D委托人</p>,4,C,认购公司型基金的投资人是基金公司的股东,0,0
1,(单选题)（）是反映债券违约风险的重要指标。,<p>A债券评级</p><p>B采购经理人指数</p><p>C标准普尔</p><p>D债券违约指数</p>,4,A,债券评级是反映债券违约风险的重要指标。,0,0
