1,(单选题)下列哪项不属于我国基金监管的目标。(),<p>A保护投资者利益</p><p>B吸引国外投资者</p><p>C保证市场的公平、效率和透明</p><p>D降低系统风险</p>,4,B,我国基金监管的目标包括：①保护投资者利益；②保证市场的公平、效率和透明；③降低系统风险；④推动基金业的规范发展。,0,0
1,(单选题)依据证券投资法规规定，我国封闭式基金的募集期限为()个月。,<p>A1</p><p>B2</p><p>C3</p><p>D4</p>,4,C,目前我国封闭式基金的募集期限一般是3个月。,0,0
1,(单选题)下列关于基金对于证券市场的稳定和健康发展的作用的表述，正确的是()。,<p>A有利于维护非流通股股东利益</p><p>B有助于形成以个人投资者为主的投资者结构</p><p>C推动股指持续上升</p><p>D有利于推动市场价值判断体系的形成</p>,4,D,基金有利于证券市场的稳定和健康发展的原因有：①基金发挥专业理财优势，推动市场价值判断体系的形成，倡导理性的投资文化，有助于防止市场的过度投机；②基金在投资组合管理过程中对所投资证券进行的深入研究与分析，有利于促进信息的有效利用和传播，有利于市场合理定价，有利于市场有效性的提高和资源的合理配置；③不同的基金在给投资者提供广泛选择的同时，也成为资本市场不断变革和金融产品不断创新的源泉之一；④基金的发展有助于改善我国目前以个人投资者为主的不合理的投资者结构，充分发挥机构投资者对上市公司的监督和制约作用，推动上市公司完善治理结构。,0,0
1,(单选题)基金职业道德修养的方法不包括（）。,<p>A深刻领会基金职业道德规范</p><p>B正确树立基金职业道德观念</p><p>C坚决维护基金职业道德规范</p><p>D积极参加基金职业道德实践</p>,4,C,基金职业道德修养的方法：正确树立基金职业道德观念、深刻领会基金职业道德规范、积极参加基金职业道德实践。,0,0
1,(单选题)集合投资的优点是（）。,<p>A强化监管</p><p>B具有规模优势</p><p>C收益稳定</p><p>D风险固定</p>,4,B,通过汇集众多投资者的资金，积少成多，有利于发挥资金的规模优势。,0,0
1,(单选题)基金职业道德教育的内容主要包括()。,<p>A培养基金道德观念，灌输基金道德规范</p><p>B灌输基金道德观念，培训基金道德素质</p><p>C培养基金道德观念，培训基金道德素质</p><p>D灌输基金道德规范，培养基金道德素质</p>,4,A,基金职业道德教育的内容主要包括以下两个方面：培养基金职业道德观念、灌输基金职业道德规范。,0,0
1,(单选题)票据市场、证券市场、衍生工具市场、外汇市场、黄金市场等是金融市场按照（）分类的。,<p>A交易工具的期限</p><p>B交割期限</p><p>C市场性质</p><p>D交易标的物</p>,4,D,按交易标的物分为票据市场、证券市场、衍生工具市场、外汇市场、黄金市场等。,0,0
1,(单选题)我国目前只能由()担任基金管理人。,<p>A基金销售机构</p><p>B基金托管银行</p><p>C基金管理公司</p><p>D基金投资咨询公司</p>,4,C,在我国，基金管理人只能由依法设立的基金管理公司担任。,0,0
1,(单选题)某基金管理公司的基金经理甲串通基金经理乙，通过他们控制的两个基金相互交易，人为虚增交易量来拉升股价的行为属于（）。,<p>A二公司的内幕交易</p><p>B基于交易的操纵市场</p><p>C基于信息的操纵市场</p><p>D不正当竞争</p>,4,B,基金经理甲与乙的行为属于基于交易的操纵市场。因为他们有明显的误导市场参与者的意图，并实施了不当影响证券价格的行为。,0,0
1,(单选题)ETF实施价格涨跌幅限制，涨跌幅设置为（），从上市首日开始实行。,<p>A0.05</p><p>B0.1</p><p>C0.15</p><p>D0.2</p>,4,B,ETF实施价格涨跌幅限制，涨跌幅设置为10%，从上市首日开始实行。,0,0
1,(单选题)基金宣传推介材料登载过往业绩，基金合同生效1年以上但不满10年的，应当登载（）。,<p>A自合同生效当年开始所有完整会计年度的业绩，宣传推介材料公布日在下半年的，还应当登载当年上半年度的业绩</p><p>B自合同生效当年开始所有完整会计年度的业绩</p><p>C当年上半年的业绩</p><p>D从合同生效之日起计算的业绩</p>,4,A,基金宣传推介材料登载过往业绩，基金合同生效10年以上的，应当登载最近10个完整会计年度的业绩。,0,0
1,(单选题)1992年11月经深圳市人民银行批准设立了深圳市投资基金管理公司，发起设立了当时国内规模最大的封闭式基金是（）。,<p>A淄博基金</p><p>B天骥基金</p><p>C华安创新</p><p>D基金开元</p>,4,B,1992年11月经深圳市人民银行批准设立了深圳市投资基金管理公司，发起设立了当时国内规模最大的封闭式基金天骥基金。,0,0
1,(单选题)场外募集的LOF基金份额注册登记在（）。,<p>A中央国债登记结算公司的注册登记系统</p><p>B中国证券登记结算公司的开放式基金注册登记系统</p><p>C基金管理人的注册登记系统</p><p>D基金托管人的注册登记系统</p>,4,B,LOF份额的认购分场外认购和场内认购两种方式。场外认购的基金份额注册登记在中国证券登记结算有限责任公司的开放式基金注册登记系统；场内认购的基金份额登记在中国证券登记结算有限责任公司的证券登记结算系统。,0,0
1,(单选题)以追求稳定的经常性收入为基本目标的基金是（）。,<p>A指数基金</p><p>B收入型基金</p><p>C成长型基金</p><p>D平衡型基金</p>,4,B,收入型基金是以追求稳定的经常性收入为基本目标的基金，主要以大盘蓝筹股、公司债、政府债券等稳定收益证券为投资对象。,0,0
