1,(单选题)下列表述中，不是反映货币市场基金风险的指标是()。,<p>A组合平均剩余期限</p><p>B融资比例</p><p>C浮动利率债券投资情况</p><p>D日每万份基金净收益</p>,4,D,货币市场基金风险的指标主要有投资组合平均剩余期限、融资比例、浮动利率债券投资情等。“日每万份基金净收益”是反映收益水平的指标。,0,0
1,"(单选题)关于QDII基金的投资范围,表述不准确的是（）。",<p>A住房按揭支持证券</p><p>B经中国证监会认可的国际金融组织发行的证券</p><p>C所有的公募基金</p><p>D银行存款</p>,4,C,QDII基金可以投资在已与中国证监会签署双边监管合作谅解备忘录的国家或地区证券监管机构登记注册的公募基金，而不是所有的公募基金。,0,0
1,(单选题)银行间债券市场的公开市场一级交易商是指与（）进行交易的侦券二级市场参与者。,<p>A中国人民银行</p><p>B上海证券交易所</p><p>C深圳证券交易所</p><p>D证券公司</p>,4,A,银行间债券市场的公开市场一级交易商是指与中国人民银行进行交易的债券二级市场参与者。,0,0
1,(单选题)按发行主体分类，债券不可分为（）。,<p>A政府债券</p><p>B央行债券</p><p>C金融债券</p><p>D公司债券</p>,4,B,按发行主体分类，债券可分为政府债券、金融证券、公司债券等。,0,0
1,(单选题)跟踪偏离度=（）。,<p>A证券组合的真实收益率+基准组合的收益率</p><p>B证券组合的真实收益率*基准组合的收益率</p><p>C证券组合的真实收益率/基准组合的收益率</p><p>D证券组合的真实收益率-基准组合的收益率</p>,4,D,跟踪偏离度＝证券组合的真实收益率－基准组合的收益率。,0,0
1,(单选题)主动收益=（）。,<p>A证券组合的真实收益+基准组合的收益</p><p>B证券组合的真实收益+基准组合的收益</p><p>C证券组合的真实收益X基准组合的收益</p><p>D证券组合的真实收益-基准组合的收益</p>,4,D,主动收益即相对于基准的超额收益，其计算方法如下：主动收益＝证券组合的真实收益－基准组合的收益。,0,0
1,(单选题)基金会计则以（）为会计核算主体。,<p>A证券投资基金</p><p>B基金管理人</p><p>C基金托管人</p><p>D基金持有人</p>,4,A,基金会计则以证券投资基金为会计核算主体,0,0
1,(单选题)（）指在一国证券市场是流通的代表外国公司有价证券的可转让免证。,<p>A债券凭证</p><p>B私募凭证</p><p>C权益凭证</p><p>D存托凭证</p>,4,D,存托凭证指在一国证券市场是流通的代表外国公司有价证券的可转让凭证。,0,0
1,(单选题)市场利率走低时，以下判断正确的是（)。,<p>A债券价格上升，再投资收益上升</p><p>B债券价格不变，因为利息收益相对增加，但再投资收益下降，两者互相抵消</p><p>C债券价格下降，再投资收益下降</p><p>D债券价格上升，再投资收益下降</p>,4,D,市场利率走低时，购买债券的人增多，导致债券价格上升，但利率下降，再投资收益会下降。,0,0
1,(单选题)关于债券基金的利率风险.下列说法不正确的是（）。,<p>A债券基金的平均到期曰越长，债券基金的利率风险越低</p><p>B当市场利率上升时，大部分债券的价格会下降</p><p>C当市场利率降低时，债券的价格通常会上升</p><p>D债券的价格与市场利率变动密切相关，且呈反方向变动</p>,4,A,债券基金的平均到期日越长，债券基金的利率风险越高，而不是越低，所以A项说法错误。,0,0
1,(单选题)关于QFII投资范围的说法，下列说法错误的是（）。,<p>A在银行间债券市场交易的固定收益产品</p><p>B证券投资基金</p><p>CB股</p><p>D在证券交易所交易或转让的股票、债券和权证</p>,4,C,合格境外机构投资者在经批准的投资额度内，可以投资于下列人民币金融工具：①在证券交易所交易或转让的股票、债券和权证；②在银行间债券市场交易的同定收益产品；③证券投资基金；④股指期货；⑤中国证监会允许的其他金融工具。,0,0
1,(单选题)在《上海证券交易所融资融券交易实施细则》中，上海证券交易所对于可用于融资融券的标的证券做出了详细规定，如标的证券为股票的，须符合的条件不包括（）。,<p>A在上海证券交易所上市交易超过3个月</p><p>B股东人数不少于5000人</p><p>C融资买入标的股票的流通股本不少于1亿股或流通市值不低于5亿元</p><p>D融券卖出标的股票的流通股本不少于2亿股或流通市值不低于8亿元</p>,4,B,在《上海证券交易所融资融券交易实施细则》中，上海证券交易所对于可用于融资融券的标的证券做出了详细规定，如标的证券为股票的，须符合以下7个条件:(1）在上海证券交易所上市交易超过3个月。(2)融资买入标的股票的流通股本不少于1亿股或流通市值不低于5亿元，融券卖出标的股票的流通股本不少于2亿股或流通市值不低于8亿元。(3)5股东人数不少于4000人。(4)在过去3个月内没有出现下列情形之一:①日均换手率低于基准指数日均换手率的15%，且日均成交金额小于5000万元；②日均涨跌幅平均值与基准指数张跌幅平均值的偏离值超过4%；③波动幅度达到基准指数波动幅度的5倍以上。(5)股票发行公司已完成股权分置改革。(6)股票交易未披上海证券交易所实行特别处理。(7)上海证券交易所规定的其他条件。,0,0
1,(单选题)（）指债券发行人未按照契约规定支付债券的本金和利息，给债券投资者带来损失的可能性。,<p>A再投资风险</p><p>B提前赎回风险</p><p>C通胀风险</p><p>D信用风险</p>,4,D,信用风险指债券发行人未按照契约规定支付债券的本金和利息，给债券投资者带来损失的可能性。,0,0
1,(单选题)数据分布越散，其波动性和不可预测性（）。,<p>A越强</p><p>B越弱</p><p>C没有影响</p><p>D视情况而定</p>,4,A,很多情况下，我们不仅需要了解数据的期望值和平均水平，还要了解这组数据分布的离散程度。分布越散，其波动性性和不可预测性也就越强。,0,0
1,(单选题)资产负债表报告时点通常为会计（）、（）或（）。,<p>A月末、季末、半年末</p><p>B季末、半年末、年未</p><p>C月末、半年末、年末</p><p>D周末、半年末、年末</p>,4,B,资产负债表报告时点通常为会计季末、半年末或年末,0,0
1,(单选题)下列属于流动资产的是()。,<p>A应收账款</p><p>B应付票据</p><p>C短期借款</p><p>D应付账款</p>,4,A,企业的流动资产主要包括现金及现金等价物、应收票据、应收账款和存货等于几项资产，它们能够在短期内快速变现，因而流动性很强，其他几项属于流动负债。,0,0
1,(单选题)下列关于英国基金投资国际化概况的内容说法不正确的是（）。,<p>A英国投资基金国际化具有里程碑意义的事件发生于1997年</p><p>B英国资产管理行业的国际化非常充分，目前是世界上最大的资产管理市场</p><p>C英国资产管理机构管理的境外注册基金的规模达到7750亿英镑，而总部设在英国境外的资产管理集团公司在英国境内管理了约55％的资产</p><p>D到2013年年底，英国资产管理协会成员机构管理的资产已经达到5万亿英镑，其中有2万亿英镑的资产来自境外客户</p>,4,B,目前，英国己发展成为欧洲最大的资产管理中心，在全球范围也是除美国之外最大的资产管理市场。,0,0
1,(单选题)下列属于UCITS基金投资品种的是（）。,<p>A银行存款</p><p>B指数基金</p><p>C货币市场工具</p><p>D以上选项都正确</p>,4,D,UCITS新增的投资品种包括：①货币市场工具；②其他投资基金；③银行存款；④金融衍生工具；⑤指数基金等。,0,0
1,(单选题)（）是最普遍的经纪人。,<p>A一般经纪人</p><p>B职业经纪人</p><p>C综合经纪人</p><p>D特殊行业经纪人</p>,4,A,一般经纪人是最普通的经纪人,0,0
1,(单选题)（）衡量的是市场利率变动时，债券价格变动的百分比。,<p>A修正久期</p><p>B收益率曲线</p><p>C凸性</p><p>D信用利差</p>,4,A,修正久期衡量的是市场利率变动时，债券价格变动的百分比。,0,0
1,(单选题)开放式基金的分红方式有()。,<p>A现金分红</p><p>B分红再投资</p><p>C基金份额分拆</p><p>D现金分红和分红再投资</p>,4,D,开放式基金的分红方式有两神：（1）现金分红方式。（2）分红再投资转换为基金份额。,0,0
1,(单选题)以下不属于风险调整后收益指标的是（）。,<p>A夏普比率</p><p>B信息比率</p><p>C特雷诺比率</p><p>D速动比率</p>,4,D,风险调整后收益指标有夏普比率、信息比率、特雷诺比率。,0,0
1,(单选题)以下不属于考虑风险调整后收益计算的基金业绩评估方法是（）。,<p>A夏普比率</p><p>B特雷诺比率</p><p>C贝塔系数</p><p>D詹森α</p>,4,C,风险调整后收益的基金业绩评估方法包括了:夏普比率、特雷诺比率、詹森α和信息比率与跟踪误差。而贝塔系数是衡量风险的指标。C不正确，故选C。,0,0
1,(单选题)利率互换的形式有（）。,<p>A息票互换和币种互换</p><p>B息票互换和基础互换</p><p>C基础互换和交叉互换</p><p>D币种互换和交叉互换</p>,4,B,利率互换有两种形式：①息票互换，即固定利率对浮动利率的互换；②基础互换，即双方以不同参照利率互利息支付，如美国优惠利率对LIBOR。,0,0
1,(单选题)下列不属于短期政府债券的特点的是（）。,<p>A违约风险小</p><p>B流动性强</p><p>C收益较高</p><p>D利息免税</p>,4,C,短期政府债券的特点有违约风险小、流动性强、利息免税。,0,0
1,(单选题)基金管理公司最高的投资决策机构是（）。,<p>A投资部</p><p>B研究部</p><p>C交易部</p><p>D投资决策委员会</p>,4,D,基金管理公司最高的投资决策机构是投资决策委员会。,0,0
1,(单选题)（）指未到期债券的持有者无法以面值，而只能以明显低于市值的价格变现债券形成的投资风险。,<p>A通胀风险</p><p>B再投资风险</p><p>C流动性风险</p><p>D提前赎回风险</p>,4,C,债券的流动性风险指未到期债券的持有者无法以面值，而只能以明显低于市值的价格变现债券形成的投资风险。,0,0
1,(单选题)按债券利率是否固定分类，可分为（）和浮动利率债券。,<p>A贴现债券</p><p>B累进利率债券</p><p>C固定利率债券</p><p>D复利债券</p>,4,C,按债券利率是否固定分类，可分为固定利率债券和浮动利率债券。,0,0
1,(单选题)基金管理公司的核心竞争力体现在（）。,<p>A所管理的基金规模大小</p><p>B从业人员的多少</p><p>C注册资本金大小</p><p>D投资管理能力</p>,4,D,基金管理公司之间的竞争在很大程度上取决于其投资管理能力的高低。,0,0
1,(单选题)2008年9月19日，证券交易印花税只对（）按（）征收。,<p>A受让方；1%</p><p>B受让方；10%</p><p>C出让方；1%</p><p>D出让方；10%</p>,4,C,2008年9月19日，证券交易印花税只对出让方按1%征收，对受让方不再征收。,0,0
1,(单选题)（）影响投资者的风险态度以及对流动性的要求。,<p>A收益要求的高低</p><p>B投资期限的长短</p><p>C风险容忍度的大小</p><p>D监管制度的强弱</p>,4,B,投资期限的长短影响投资者的风险态度以及对流动性的要求。,0,0
1,(单选题)关于收益率曲线的说法正确的是（）。,<p>A收益率曲线以收益率为横坐标，以期限为纵坐标</p><p>B短期收益率一般比长期收益率更富有变化性</p><p>C收益率曲线一般向下倾斜。</p><p>D当利率整体水平较高时，收益率曲线回呈现向上倾斜形状。</p>,4,B,A选项，应该是以期限为横坐标，以收益率为纵坐标；收益率曲线具有以下特点：短期收益率一段比长期收益率更富有变化性；收益率曲线一般向上倾斜；当利率整体水平比较高时，收益率曲线会呈现向下倾斜形状。,0,0
1,(单选题)另类投资的局限性（）。,<p>A收益率低</p><p>B信息透明度低</p><p>C与传统资产相关度低</p><p>D监管严格</p>,4,B,另类投资的局限性：（1）缺乏监管和信息透明度；（2）流动性较差，杠杆率偏高；（3）估值难度大，难以对资产价值进行准确评估,0,0
1,(单选题)根据《证券投资基金运作管理办法》的规定，封闭式基金收益分配应（）。,<p>A收益分配比例不得低于年度可供分配利润的90%</p><p>B每年不得多于一次</p><p>C收益分配比例不得低于年度已实现收益的30%</p><p>D每年不得少于二次</p>,4,A,封闭式基金的收益分配，每年不得少于一次，收益分配比例不得低于年度可供分配利润的90％。,0,0
1,(单选题)对于证券投资金管理人的资格标淮，下列选项中，（）属于国际证监会组织认为应该考虑的因素。,<p>A是否具备完善的内部控制程序和健全的内控机制</p><p>B是否具有特定的权利和职责</p><p>C基金管理人的诚信程度</p><p>D以上说法都正确</p>,4,D,应考虑的因素有：①基金管理人的诚信程度；②资本是否充足；③是否具有特定的权利和职责；④是否具备完善的内部控制程序和健全的内控机制。,0,0
1,(单选题)事前和事后风险指标的区别（）。,"<p>A事前指标用来评价一个组合在历史上的表现和风险情况,而事后指标用来衡量和预测目前组合和未来的表现和风险情况</p><p>B事后指标通常用来评价一个组合在历史上的表现和风险情况，而事前指标则通常用来衡量和预测目前组合在将来的表现和风险清况</p><p>C事前指标比事后指标更准确</p><p>D事后指标比事前指标更准确</p>",4,B,风险指标可以分成事前和事后两类。事后指标通常用来评价一个组合在历史上的表现和风险情况，而事前指标则通常用来衡量和预测目前组合在未来的表现和风险情况。故B正确，而CD没有这种说法。,0,0
1,(单选题)市销率用公式表达为（）。,<p>A市销率=每股市价每股净资产</p><p>B市销率=每股市价每股收益（年化）</p><p>C市销率=每股收益（年化）每股市价</p><p>D市销率=股票市价销售收入</p>,4,D,市销率＝股票市价销售收入。,0,0
1,(单选题)股票价格与每股净利润的比值被称为（）。,<p>A市净率</p><p>B市盈率</p><p>C净值收益率</p><p>D净现值</p>,4,B,股票价格与每股净利润的比值被称为市盈率。,0,0
1,(单选题)股票价格与每股净资产的比值被称为（）。,<p>A市净率</p><p>B市盈率</p><p>C净值收益率</p><p>D净现值</p>,4,A,股票价格与每股净资产的比值被称为市净率。,0,0
1,(单选题)QFII的设立标准中关于托管人资格的规定，应具备的条件不包括()。,<p>A设有专门的资产托管部</p><p>B实收资本不少于80亿元人民币</p><p>C具备外汇指定银行资格和经营人民币业务资格</p><p>D最近2年没有重大违反外汇管理规定的记录</p>,4,D,托管人应当具备下列条件：①设有专门的资产托管部。②实收资本不少于80亿元人民币。③有足够的熟悉托管业务的专职人员。④具备安全保管合格投资者资产的条件。⑤具备安全、高效的运算、交割能力。④具备外汇指定银行资格和经营人民币业务资格。⑦最近3年没有重大违反外汇管规定的记录。,0,0
1,(单选题)（）指期权的买方只有在期权到期权才能执行期权，既不能提前也不能推迟。,<p>A美式期权</p><p>B看涨期权</p><p>C欧式期权</p><p>D看跌期权</p>,4,C,欧式期权指期权的买方只有在期权到期日才能执行期权，既不能提前也不能推迟。,0,0
1,(单选题)关于货币市场基金的利润分配的说法，错误的选项是（）。,<p>A每周一至周四进行分配时，则仅对当日利润进行分配</p><p>B节假曰的利润计算基本与在周五申购或赎回的情况相同</p><p>C当日申购的基金份额自当日起享有基金的分配权益</p><p>D货币市场基金每周五进行分配时，将同时分配周六和周日的利润</p>,4,C,当日申购的基金份额自下一日起享有基金的分配权益。,0,0
1,(单选题)封闭式基金（）进行估值，（）披露一次基金份额净值。,<p>A每个交易日；每周</p><p>B每日；每周</p><p>C每个交易日；次日</p><p>D每日；次日</p>,4,A,封闭式基金每周披露一次基金份额净值，但每个交易日也都进行估值,0,0
1,(单选题)（）是最大的不动产管理公司,<p>A麦格理集团</p><p>B高盛公司</p><p>C世邦魏理仕全球投资集团</p><p>D贝莱德</p>,4,C,世邦魏理仕全球投资集团是最大的不动产管理公司,0,0
1,(单选题)下列关于另类投资的局限性，说法错误的是（）。,<p>A流动性较差</p><p>B杠杆率偏低</p><p>C估值难度大</p><p>D缺乏监管</p>,4,B,另类投资具有的局限性包括：1.较乏监管和信息透明度；2.流动性较差，杠杆率偏高；3.估值难度大，难以对资产价值进行准确评估。,0,0
1,(单选题)期末可供分配利润为期末资产负债表中未分配利润与未分配利润中已实现部分的孰低数，如果期末未分配利润的未实现部分为（），则期末可供分配利润的金额为期末未分配利润的已实现部分。,<p>A零</p><p>B负数</p><p>C正数</p><p>D以上选项都不对</p>,4,C,本题考查未分配利润的计算。,0,0
1,(单选题)股票及其他有价证券的（）是指以一定利率计算出来的未来收入的现值。,<p>A利率价格</p><p>B市场价格</p><p>C未来价格</p><p>D理论价格</p>,4,D,股票及其他有价证券的理论价值是指以一定利率计算出来的未来改入的现值。,0,0
1,(单选题)在现实生活中较为常见的两种互换合约是（）。,<p>A利率互换合约和股权互换合约</p><p>B货币互换合约和信用违约互换合约</p><p>C利率互换合约和货币互换合约</p><p>D股权互换合约和信用违约互换合约</p>,4,C,在现实生活中较为常见的两神互换合约是利率互换合约和货币互换合约，此外还有股权互换、信用违约互换等互换合约,0,0
