1,(单选题)LOF基金份额申购份额为（）。 ,<p>A1元人民币</p><p>B10元人民币</p><p>C1份基金份额</p><p>D10份基金份额</p>,4,A,LOF基金份额申购份额为1元人民币。 ,111,1,0,0
1,(单选题)ETF基金T日现金差额相关内容应在（）的申购、赎回清单中公告。 ,<p>AT+1日</p><p>BT-1日</p><p>CT日</p><p>DT+2日</p>,4,A,T日现金差额在T+1日的申购、赎回清单中公告。 ,111,1,0,0
1,(单选题)LOF基金份额申购单位为（）。 ,<p>A1元人民币</p><p>B10元人民币</p><p>C1份基金份额</p><p>D10份基金份额</p>,4,A,LOF基金份额申购单位为1元人民币。 ,111,1,0,0
1,(单选题)基金登记过程实际上是（）通过登记系统对基金投资者所投资基金份额及其变动的确认、记账的过程。 ,<p>A注册登记机构</p><p>B交易所</p><p>C基金托管人</p><p>D基金管理人</p>,4,A,基金份额登记过程实际上是基金注册登记机构通过基金注册登记系统对基金投资者所投资基金份额及 其变动的确认、记账的过程。 ,111,1,0,0
1,(单选题)申请募集基金应提交的主要文件不包括（）。 ,<p>A基金募集申请报告</p><p>B基金合同草案</p><p>C律师事务所出具的法律意见书</p><p>D招募说明书正式文本</p>,4,D,另外还有：基金托管协议草案、招募说明书草案等五个主要文件。 ,111,1,0,0
1,(单选题)证券投资基金投资的起点是（）。 ,<p>A基金募集</p><p>B基金交易</p><p>C注册登记</p><p>D基金变更</p>,4,A,基金募集是证券投资基金投资的起点。 ,111,1,0,0
1,(单选题)EFT基金管理人（）会根据基金资产净值、投资组合以及标的指数的成分股股票情况，公布证券申购赎回 清单。 ,<p>A每一交易日开市前</p><p>B每一交易日开市后</p><p>C每一交易日闭市前</p><p>D每一交易日闭市后</p>,4,A,EFT基金管理人每一交易日开市前会根据基金资产净值、投资组合以及标的指数的成分股股票情况， 公布证券申购赎回清单。 ,111,1,0,0
1,(单选题)ETF的建仓期不超过（）。 ,<p>A1个月</p><p>B2个月</p><p>C3个月</p><p>D4个月</p>,4,C,ETF建仓期不超过3个月。 ,111,1,0,0
1,(单选题)ETF基金份额折算由（）办理。 ,<p>A基金管理人</p><p>B基金托管人</p><p>C注册登记机构</p><p>D证券公司</p>,4,A,ETF基金份额折算由基金管理人办理。 ,111,1,0,0
1,(单选题)ETF实施价格涨跌幅限制，涨跌幅设置为（），从上市首日开始实行。 ,<p>A0.05</p><p>B0.1</p><p>C0.15</p><p>D0.2</p>,4,B,ETF实施价格涨跌幅限制，涨跌幅设置为10%，从上市首日开始实行。 ,111,1,0,0
1,(单选题)LOF基金份额赎回申报单位为（）。 ,<p>A1元人民币</p><p>B10元人民币</p><p>C1份基金份额</p><p>D10份基金份额</p>,4,C,LOF基金份额赎回申报单位为1份基金份额。 ,111,1,0,0
1,(单选题)T日买入LOF基金份额自（）日起即可在深圳证券交易所卖出或赎回。 ,<p>AT</p><p>BT+1 </p><p>CT+2 </p><p>DT+3</p>,4,B,T日买入LOF基金份额自T+1日起即可在深圳证券交易所卖出或赎回。 ,111,1,0,0
1,(单选题)场外募集的LOF基金份额注册登记在（）。 ,<p>A中央国债登记结算公司的注册登记系统</p><p>B基金管理人的注册登记系统</p><p>C中国证券登记结算公司的开放式基金注册登记系统</p><p>D基金托管人的注册登记系统</p>,4,C,LOF份额的认购分场外认购和场内认购两种方式。场外认购的基金份额注册登记在中国证券登记结算 有限责任公司的开放式基金注册登记系统；场内认购的基金份额登记在中国证券登记结算有限责任公 司的证券登记结算系统。 ,111,1,0,0
1,(单选题)当发生巨额赎回及部分延期赎回时，基金管理人应立即向中国证监会备案，在（）个工作日内在至少一 种中国证监会指定的信息披露媒体公告，并说明有关处理方法。 ,<p>A1</p><p>B3</p><p>C5</p><p>D10</p>,4,B,当发生巨额赎回及部分延期赎回时，基金管理人应立即向中国证监会备案，在3个工作日内在至少一种 中国证监会指定的信息披露媒体公告，并说明有关处理方法。 ,111,1,0,0
1,(单选题)当基金管理人认为兑付投资者的赎回申请有困难，或认为兑付投资者的赎回申请进行的资产变现可能使 基金份额净值发生较大波动时，基金管理人在当日接受赎回比例不低于上一日基金总份额（）的前提 下，对其余赎回申请延期办理。 ,<p>A0.11</p><p>B0.1</p><p>C0.09</p><p>D0.08</p>,4,B,当基金管理人认为兑付投资者的赎回申请有困难，或认为兑付投资者的赎回申请进行的资产变现可能 使基金份额净值发生较大波动时，基金管理人在当日接受赎回比例不低于上一日基金总份额10%的前 提下，对其余赎回申请延期办理。 ,111,1,0,0
1,(单选题)封闭式基金的报价单位为每份基金价格，基金的申报价格最小变动单位为0.001元人民币，买入与卖出封 闭式基金份额申报数量应当为（）份或其整数倍，单笔最大数量应低于100万份。 ,<p>A1</p><p>B10</p><p>C100</p><p>D1000</p>,4,C,封闭式基金的报价单位为每份基金价格，基金的申报价格最小变动单位为0.001元人民币，买入与卖出 封闭式基金份额申报数量应当为100份或其整数倍，单笔最大数量应低于100万份。 ,111,1,0,0
1,(单选题)封闭式基金的合同生效的条件之一是封闭式基金募集期限届满，基金份额持有人人数达到（）人以上。 ,<p>A50</p><p>B100</p><p>C200</p><p>D300</p>,4,C,封闭式基金的合同生效必须满足的条件是封闭式基金募集期限届满，基金份额总额达到核准规模的80%以上，并且基金份额持有人人数达到200人以上。,111,1,0,0
1,(单选题)封闭式基金交易报价最小变动单位是（）元人民币。 ,<p>A0.0001</p><p>B0.001</p><p>C0.01</p><p>D0.1</p>,4,B,封闭式基金的报价单位为每份基金价格。基金的申报价格最小变动单位为0.001元人民币，买入与卖出 封闭式基金份额申报数量应当为100份或其整数倍，单笔最大数量应低于100万份。 ,111,1,0,0
1,(单选题)根据目前我国基金注册登记业务的通常做法，投资人申购基金成功后，基金注册登记人在（）日为投资 人办理登记权益手续，投资人通常在（）日（含该日）后有权赎回该部分基金份额。 ,"<p>AT+3，T+7 </p><p>BT+2，T+3 </p><p>CT+1，T+2 </p><p>DT,T+1</p>",4,C,投资者申购基金成功后，注册登记机构一般在T+1日为投资者办理增加权益的登记手续，投资者在T+2日起有权赎回该部分的基金份额。,111,1,0,0
1,(单选题)根据中国证监会的有关规定，基金认购费率将以（）为基础收取。 ,<p>A净认购份额</p><p>B认购金额</p><p>C认购份额</p><p>D净认购金额</p>,4,D,根据规定，基金认购费率将统一以净认购金额为基础收取。 ,111,1,0,0
1,(单选题)关于LOF基金上市交易的表述，正确的是（）。 ,<p>ALOF在交易所的交易规则与封闭式基金基本相同</p><p>BLOF基金上市首日的开盘参考价为基金发行价格</p><p>CLOF基金上市交易实行T+0的交易制度</p><p>DLOF基金上市首日交易没有价格涨跌幅限制</p>,4,A,LOF基金上市首日的开盘参考价为上市首日前一交易日的基金份额净值。深圳证券交易所对LOF交易 实行价格涨跌幅限制，涨跌幅比例为10%，自上市首日起执行。T日买入基金份额自T+1日起即可在深 圳证券交易所卖出或赎回。 ,111,1,0,0
1,(单选题)关于封闭式基金的上市交易条件的表述，不正确的是（）。 ,<p>A基金合同期限在5年以上</p><p>B基金份额持有人不少于10000人</p><p>C封闭式基金份额总额达到核准规模的80%以上</p><p>D基金募集金额不低于2亿元人民币</p>,4,B,基金份额持有人不少于1000人。 ,111,1,0,0
1,(单选题)关于封闭式基金账户的陈述，正确的是（）。 ,<p>A基金账户只能用于基金认购及交易</p><p>B基金账户开户在证券登记机构办理</p><p>C基金账户在商业银行办理</p><p>D每个有效身份证件可以开立多个基金账户</p>,4,B,基金账户只能用于基金、国债及其他债券的认购及交易。个人投资者开立基金账户，需持本人身份证 到证券注册登记机构办理开户手续。每个有效证件只允许开设1个基金账户，已开设证券账户的不能再 重复开设基金账户。 ,111,1,0,0
1,(单选题)货币市场基金的赎回资金划付较快一些，一般（）日即可从基金的银行存款账户划出，最快可在划出当 日到达投资者资金账户。 ,<p>AT</p><p>BT+1 </p><p>CT+2 </p><p>DT+3</p>,4,B,货币市场基金的赎回资金划付较快一些，一般T+1日即可从基金的银行存款账户划出，最快可在划出 当日到达投资者资金账户。 ,111,1,0,0
1,(单选题)货币型基金的认购费一般为（）。 ,<p>A0</p><p>B1%-1.5% </p><p>C0.01</p><p>D1%以下</p>,4,A,货币型基金一般认购费为0。 ,111,1,0,0
1,(单选题)基金份额登记具有确定和变更（）及其权利的法律效力，是保障基金份额持有人合法权益的重要环节。 ,<p>A基金管理人</p><p>B基金托管人</p><p>C基金注册登记机构</p><p>D基金份额持有人</p>,4,D,基金份额登记具有确定和变更基金份额持有人及其权利的法律效力，是保障基金份额持有人合法权益 的重要环节。 ,111,1,0,0
1,(单选题)基金管理人应当在基金份额发售的（）日前公布招募说明书、基金合同及其他有关文件。 ,<p>A1</p><p>B3</p><p>C5</p><p>D7</p>,4,B,基金管理人应当在基金份额发售的3日前公布招募说明书、基金合同及其他有关文件。 ,111,1,0,0
1,(单选题)基金管理人应当自收到投资者的申购（认购）、赎回申请之日起（）个工作日内，对该申购（认购）、 赎回申请的有效性进行确认。 ,<p>A1</p><p>B2</p><p>C3</p><p>D5</p>,4,C,基金管理人应当自收到投资者的申购（认购）、赎回申请之日起3个工作日内，对该申购（认购）、赎 回申请的有效性进行确认。 ,111,1,0,0
1,(单选题)基金管理人应当自收到验资报告之日起（）日内，向中国证监会提出备案申请和验资报告，办理基金备 案手续,<p>A5</p><p>B10</p><p>C15</p><p>D20</p>,4,B,基金管理人应当自收到验资报告之日10日内，向中国证监会提交备案申请和验资报告，办理基金备案 手续，刊登基金合同生效公告。 ,111,1,0,0
1,(单选题)基金连续两个开放日以上发生巨额赎回，基金管理人已经接受的赎回申请可以延缓支付赎回款项，但不 得超过正常支付时间（）个工作日，并应当在至少一种中国证监会指定的信息披露媒体公告。 ,<p>A3</p><p>B7</p><p>C10</p><p>D20</p>,4,D,基金连续两个开放日以上发生巨额赎回，基金管理人已经接受的赎回申请可以延缓支付赎回款项，但 不得超过正常支付时间20个工作日，并应当在至少一种中国证监会指定的信息披露媒体公告。 ,111,1,0,0
1,(单选题)假定某投资者在T日赎回1000份基金份额，持有期限半年，对应的赎回费率为0.5%，该日基金份额净值为1.50元，则其获得的赎回金额为（）元。,<p>A1492.5</p><p>B1493</p><p>C1495</p><p>D1500</p>,4,A,赎回总金额=10001.50=1500（元）赎回费用=15000.5%=7.5（元）赎回金额=1500-7.5=1492.5（元）即 获得的赎回金额为1492.5元。 ,111,1,0,0
1,(单选题)开放式基金的认购采取（）的方式。 ,<p>A份额认购</p><p>B金额认购</p><p>C债券认购</p><p>D份额或金额认购</p>,4,B,开放式基金的认购采取金额认购的方式，即投资者在办理认购时，认购申请上不是直接填写需要认购 多少份基金份额，而是填写需要认购多少金额的基金份额。 ,111,1,0,0
1,(单选题)开放式基金份额登记，是指（）通过设立和维护基金份额持有人名册，确认基金份额持有人持有基金份 额的事实的行为。 ,<p>A基金注册登记机构</p><p>B证券登记结算机构</p><p>C证券交易所</p><p>D基金份额持有人</p>,4,A,开放式基金份额的登记是指基金注册登记机构通过设立和维护基金份额持有人名册，确认基金份额持 有人持有基金份额的事实的行为。 ,111,1,0,0
1,(单选题)开放式基金赎回费扣除手续费后的余额，不得低于赎回费总额的（），并应当归入基金财产。 ,<p>A0.1</p><p>B0.25</p><p>C0.3</p><p>D0.5</p>,4,B,开放式基金赎回费扣除手续费后的余额，不得低于赎回费总额的25%，并应当归入基金财产。 ,111,1,0,0
1,(单选题)某投资人投资1万元申购某基金，申购费率为1.5%，假定申购当日基金份额净值为1.0500元，则其可得到 的申购份额为（）。 ,<p>A9280.95份</p><p>B9350.95份</p><p>C9383.06份</p><p>D9480.95份</p>,4,C,净认购基金=申购基金/（1+申购费率）=10000（1+1.5%）≈9852.22（元），申购份额=9852.221.05≈9383.06（份）,111,1,0,0
1,(单选题)某投资者投资10000元认购基金，认购资金在募集期产生的利息为3元，其对应的认购费率为1.2%，基金 份额面值为1元，则其认购份额为（）。 ,<p>A9884.42</p><p>B9881.42</p><p>C10000</p><p>D9884</p>,4,A,净认购金额=认购金额/（1+认购费率）=10000/(1+1.2%)=9881.42(元）认购份额=(净认购金额+认购利 息）/基金份额面值=（9881.42+3）/1=9884.42份。考生请注意，此类题型经常会出现这样的题目，某 投资者投资1万元认购基金，假设管理人规定的认购费率为1%，则其可得到的认购份额为多少？遇到 这样的题目，可不考虑认购利息，基金份额面值视为1元。 ,111,1,0,0
1,(单选题)目前，LOF的交易在（）进行。 ,<p>A深圳交易所</p><p>B登记结算公司</p><p>C上海交易所</p><p>D指定代销网点</p>,4,A,本题考查LOF份额的上市交易。 ,111,1,0,0
1,(单选题)目前，我国股票型基金的认购费率最高一般不超过（）。 ,<p>A0.01</p><p>B0.02</p><p>C0.03</p><p>D0.015</p>,4,D,目前，我国股票型基金的认购费率最高一般不超过1.5%。 ,111,1,0,0
1,(单选题)目前，我国境内基金申购款一般在（）日内到达基金银行存款账户，赎回款于（）日内从基金的银行存 款账户划出。 ,<p>AT、T+1 </p><p>BT+1、T+2 </p><p>CT+2、T+3 </p><p>DT+2、T+4</p>,4,C,目前，我国境内基金申购款一般在T+2日内到达基金银行存款账户，赎回款于T+3日内从基金的银行存 款账户划出。 ,111,1,0,0
1,(单选题)如果基金募集期限届满后不能成立，基金管理人要在（）日内返还投资者已缴纳的款项，并加计银行同 期存款利息。 ,<p>A7</p><p>B10</p><p>C15</p><p>D30</p>,4,D,如果基金募集期限届满后不能成立，基金管理人要在30日内返还投资者已缴纳的款项，并加计银行同期存款利息。 ,111,1,0,0
1,(单选题)上市开放式基金的申报价格最小变动单位为（）元人民币。 ,<p>A0.1</p><p>B0.01</p><p>C0.001</p><p>D0.0001</p>,4,C,上市开放式基金的申报价格最小变动单位为0.001元人民币。 ,111,1,0,0
1,(单选题)投资者将上市开放式基金份额从TA系统转入证券登记系统，自（）日开始，投资者可以通过转入方证券 营业部申报在深圳证券交易所卖出或赎回基金份额。 ,<p>AT+2 </p><p>BT+3 </p><p>CT+1 </p><p>DT+4</p>,4,A,投资者将上市开放式基金份额从TA系统转入证券登记系统，自T+2日开始，投资者可以通过转入证券营业部申报在深圳证券交易所卖出或赎回基金份额。 ,111,1,0,0
