1,(单选题)（）反映了企业的获利能力和经营效率。,<p>A资产负债表</p><p>B利润表</p><p>C现金流量表</p><p>D股东权益变动表</p>,4,B,利润表反映企业的获利能力、经营效率，可以对其行业中的竞争地位、持续发展的能力作出判断。,0,0
1,(单选题)（）是国内最早开办的个人贷款产品。,<p>A个人住房贷款</p><p>B个人汽车贷款</p><p>C个人教育贷款</p><p>D个人经营类贷款</p>,4,A,个人住房贷款是国内最早开办的个人贷款产品。,0,0
1,(单选题)（）是指银行业金融机构根据借款人的有效贷款需求，主要通过贷款人受托支付的方式，将贷款资金支付给符合合同约定的借款人交易对象的过程。,<p>A全程管理</p><p>B诚信申贷</p><p>C协议承诺</p><p>D实贷实付</p>,4,D,实贷实付是指银行业金融机构根据借款人的有效贷款需求，主要通过贷款人受托支付的方式，将贷款资金支付给符合合同约定的借款人交易对象的过程。,0,0
1,(单选题)（）为全流程管理和协议承诺提供了操作的抓手和依据，有助于贷款人防范信用风险和法律风险。,<p>A诚信申贷</p><p>B审贷分离</p><p>C实贷实付</p><p>D贷后管理</p>,4,C,实贷实付为全流程管理和协议承诺提供了操作的抓手和依据，有助于贷款人防范信用风险和法律风险。,0,0
1,(单选题)（）制定的各种利率为法定利率。,<p>A国务院</p><p>B财政部</p><p>C中国人民银行</p><p>D银监会</p>,4,C,中国人民银行制定的各种利率为法定利率。,0,0
1,(单选题)《个人贷款管理暂行办法》是我国出台的第一部个人贷款管理的法规，其颁布时间为（）年。,<p>A2006</p><p>B2008</p><p>C2009</p><p>D2010</p>,4,D,2010年2月12日，中国银行业监督管理委员会颁布了《个人贷款管理暂行办法》，这是我国出台的第一部个人贷款管理的法规。,0,0
1,(单选题)1999年，国家助学贷款业务的试点银行是（）。,<p>A中国银行</p><p>B中国建设银行</p><p>C中国工商银行</p><p>D中国农业银行</p>,4,C,1999年，国家助学贷款业务的试点银行是中国工商银行。,0,0
1,(单选题)2008年、中国人民银行决定个人住房的最低首付款比例为（）。,<p>A0.1</p><p>B0.2</p><p>C0.3</p><p>D0.4</p>,4,B,中国人民银行决定，自2008年10月27日起，将个人住房的最低首付款比例调整为20%。,0,0
1,(单选题)按照（）划分，个人住房贷款可分为新建房个人住房贷款、个人二手房住房贷款。,<p>A贷款对象</p><p>B资金来源</p><p>C住房交易形态</p><p>D贷款利率的确定方式</p>,4,C,按照住房交易形态划分，个人住房贷款可分为新建房个人住房贷款、个人二手房住房贷款。,0,0
1,(单选题)保证人与债务人对主债务承担连带责任的保证，这属于保证担保中的（）。,<p>A一般保证</p><p>B约定保证</p><p>C连带责任保证</p><p>D履行保证</p>,4,C,连带保证仍以主债务的成立和存续为其存在的必要条件。连带责任保证的债务人在主合同规定的债务履行期届满没有履行债务的，债权人可以要求债务人履行债务，也可以要求保证人在其保证范围内承担保证责任。,0,0
1,(单选题)陈小姐是某公司职员，每月工资收入为人民币8000元，每月信用卡还款人民币2500元，每月支付保险费人民币500元，则其每月所有债务支出与收入比为（）。,<p>A0.375</p><p>B0.313</p><p>C0.472</p><p>D0.535</p>,4,A,由题意知，陈小姐月所有债务支出与收入比=(2500+500)／8000100%=37．5%。,0,0
