1,(单选题)下列属于个人贷款的特征的是(),<p>A贷款手续复杂</p><p>B贷款品种少</p><p>C低资本消耗</p><p>D还款方式固定</p>,4,C,个人贷款的特征有：(1)贷款品种多、用途广。(2)贷款便利。(3)还款方式灵活。(4)低资本消耗。,0,0
1,(单选题)下列关于农户贷款说法不正确的是(),<p>A长期居住在乡镇和城关镇所辖行政村的住户属于农户</p><p>B国有农场的职工属于农户</p><p>C农户是指长期从事农业生产的人</p><p>D农村个体工商户属于农户</p>,4,C,农户是指长期居住在乡镇和城关镇所辖行政村的住户、国有农场的职工和农村个体工商户。,0,0
1,(单选题)按月还息、到期一次性还本还款法，一般适用于期限在()的贷款。,<p>A1年以内（含1年）</p><p>B2年以内（含2年）</p><p>C3年以内（含3年）</p><p>D5年以内（含5年）</p>,4,A,按月还息、到期一次性还本还款法，即在贷款期限内每月只还贷款利息，贷款到期时一次性归还贷款本金，此种方式一般适用于期限在1年以内（含1年）的贷款。,0,0
1,(单选题)目前，市场上推广比较好的“随心还”和“气球贷”是()的演绎。,<p>A等额本息还款法</p><p>B等额本金还款法</p><p>C等比累进还款法</p><p>D组合还款法</p>,4,D,目前，市场上推广比较好的“随心还”和“气球贷”等是组合还款法的演绎。,0,0
1,(单选题)银行市场环境分析的“四化”是指(),<p>A经常化、固定化、系统化、明确化</p><p>B经常化、固定化、科学化、明确化</p><p>C经常化、流动化、系统化、明确化</p><p>D经常化、制度化、系统化、科学化</p>,4,D,暂无解析,0,0
1,(单选题)()和()，中国人民银行连续两次非对称下调人民币存贷款基准利率。,<p>A2012年7月6日；2013年6月8日</p><p>B2012年6月8日；2012年7月6日</p><p>C2012年6月8日；2013年7月6日</p><p>D2012年6月8日；2013年7月8日</p>,4,B,2012年6月8日和2012年7月6日，中国人民银行连续两次非对称下调人民币存贷款基准利率，同时，出台了1.1倍的存贷款利率上浮幅度和0.7倍的贷款利率下浮幅度的政策。,0,0
1,(单选题)以下关于银行自身实力分析的说法中，不正确的是(),<p>A银行的业务能力是指银行对金融业务的处理能力、快速应变能力，对资源的获取能力以及技术的改变和调整能力</p><p>B银行的市场声誉是有形资产</p><p>C银行的市场地位主要通过市场占有率来反映</p><p>D银行领导人的能力强，可能赢得良好的对外形象和同业中应有的地位</p>,4,B,银行的市场声誉属于无形资产，主要包括优质的服务、合理的收费和快速的业务等。,0,0
1,(单选题)下列不属于银行市场环境分析SWOT法的内容的是(),<p>A客户</p><p>B机遇</p><p>C劣势</p><p>D优势</p>,4,A,银行主要采用SWOT分析方法对其内外部环境进行综合分析。其中，S表示优势，W表示劣势，O表示机遇，T表示威胁。,0,0
1,(单选题)下列关于市场细分作用的表述，错误的是(),<p>A有利于选择目标市场和制定营销策略</p><p>B有利于发掘市场机会，开拓新市场</p><p>C有利于降低市场调研的成本</p><p>D有利于集中人力、物力投入目标市场</p>,4,C,市场细分的作用为：(1)有利于选择目标市场和制定营销策略。(2)有利于发掘市场机会，开拓新市场，更好地满足不同客户对金融产品的需求。(3)有利于集中人力、物力投入目标市场，提高银行的经济效益。,0,0
1,(单选题)个人贷款市场细分的标准主要有人口因素、地理因素、心理因素、行为因素和利益因素等，以下关于上述标准说法不正确的是(),<p>A不同的人对金融产品的需求、爱好和使用频率是不同的</p><p>B按人口因素细分市场，然后选择目标市场是银行通常采用的方法</p><p>C心理因素是指客户的生活方式、个性等心理变数</p><p>D地理因素是指客户所在地的地理位置</p>,4,B,按地理因素细分市场，然后选择目标市场是银行通常采用的方法。,0,0
1,(单选题)客户的行为变数是指市场细分标准的(),<p>A人口因素</p><p>B心理因素</p><p>C行为因素</p><p>D利益因素</p>,4,C,暂无解析,0,0
