1,(单选题)主要从项目发起人和项目本身着手的项目分析属于()。,<p>A项目可行性分析</p><p>B项目宏观背景分析</p><p>C项目微观背景分析</p><p>D项目企业分析</p>,4,C,分析项目的微观背景主要从项目发起人和项目本身着手。首先应分析项目发起人单位，然后分析项目提出的理由，并对项目的投资环境进行分析。,0,0
1,(单选题)下列关于贷款种类的说法，错误的是()。,<p>A按照贷款币种可分为人民币贷款和外币贷款</p><p>B按照贷款期限可分为短期贷款和中长期贷款</p><p>C按照贷款对象可分为生产企业贷款和外商投资企业贷款</p><p>D按照贷款利率可分为浮动利率贷款和固定利率贷款</p>,4,C,贷款按照贷款对象可分为生产企业贷款、进出口企业贷款、外商投资企业贷款。,0,0
1,(单选题)根据我国票据贴现相关规定，持票人可向商业银行贴现的票据必须是()商业票据。,<p>A未到期的未承兑</p><p>B已到期的已承兑</p><p>C未到期的已承兑</p><p>D已到期的未承兑</p>,4,C,可用作贴现贷款的票据必须未到期并且已承兑，这样票据才具有价值（未来收益权），已到期或者未承兑的票据不能为银行提供未来现金流保障，因而无法用做贴现贷款。,0,0
1,(单选题)相关项目是指由拟建项目引起的，并与建设、生产、流通、耗费有联系的原材料、燃料、动力运输和环境保护等协作配套项目。相关项目分析最重要的问题就是分析()是否同步。,<p>A项目技术方案</p><p>B项目效益方案</p><p>C项目投资方案</p><p>D项目建设方案</p>,4,D,相关项目分析最重要的问题就是分析项目建设方案是否同步。相关项目的同步建设是我国经济建设中出现的一个大问题。若投资项目与相关项目建设不同步，既影响项目自身效益的发挥，又影响整个国民经济的效益。,0,0
1,(单选题)延伸产品继续延伸和转换的最大可能性为()。,<p>A基础产品</p><p>B期望产品</p><p>C延伸产品</p><p>D潜在产品</p>,4,D,潜在产品是指延伸产品继续延伸和转换的最大可能性，从而塑造出更能符合客户需要的新型产品，使客户从银行提供的产品和服务中得到最大限度的愉悦感，成为银行的忠实客户。,0,0
1,(单选题)下列说法正确的是()。,<p>A借款人需要贷款，直接向中国人民银行申请即可</p><p>B保证贷款应当由保证人与借款人签订借款合同</p><p>C借款人应当按照贷款合同规定按时足额归还贷款本息</p><p>D贷款人对逾期的贷款要求及时发出催收通知单，做好这期贷款本息的催收工作</p>,4,D,A选项，借款人需要贷款，应当向主办银行或者其他银行的经办机构直接申请；B选项，保证贷款应当由保证人与贷款人签订借款合同；C选项，借款人应当按照借款合同规定按时足额归还贷款本息。,0,0
1,(单选题)损益表分析中，计算企业净利润的步骤应为()。,<p>A收入→利润总额→毛利润→净利润</p><p>B毛利润→营业利润→利润总额→净利润</p><p>C营业利润→毛利润→利润总额→净利润</p><p>D营业利润→利润总额→毛利润→净利润</p>,4,B,在损益表分析中，计算企业净利润的步骤如下：第一步，从主营业务收入中减去主营业务成本、营业费用、营业税，得出主营业务利润，即毛利润；第二步，以主营业务利润为基础，加上其他业务利润，减去管理费用、财务费用，得出营业利润；第三步，在营业利润基础上加上投资收益和营业外收入，减去营业外支出，得出利润总额；第四步，从利润总额出发，减去所得税，得出当期净利润。,0,0
1,(单选题)下列不属于速动资产的是()。,<p>A短期投资</p><p>B应收票据</p><p>C应收账款</p><p>D待摊费用</p>,4,D,速动资产包括货币资金、短期投资、应收票据、应收账款、其他应收款项等，存货、预付账款、待摊费用等不计入速动资产。,0,0
1,(单选题)银行贷款发放原则中，主要适用于中长期贷款的是()。,<p>A计划放款原则</p><p>B比例放款原则</p><p>C进度放款原则</p><p>D资本金足额原则</p>,4,C,一般短期贷款不涉及贷款多次发放问题，只有中长期贷款项目期限长，资金需要分期投入，贷款需要分次发放，此时应按照完成工程量的多少付款，即坚持进度放款原则。,0,0
1,(单选题)下列关于普通准备金的计提方法，表述不正确的是()。,<p>A按照全部贷款的余额确定的普通准备金水平最高，但有重复计算风险的可能</p><p>B在全部贷款余额之中扣除专项准备金后确定普通准备金的方法略微复杂，但更为合理</p><p>C在贷款风险分类后，按照正常类贷款余额计提普通准备金的方法相对简便，但计算出的普通准备金水平相对较低</p><p>D按照全部贷款的余额确定的普通准备金水平最低，但有重复计算风险的可能</p>,4,D,按照全部贷款的余额确定的普通准备金水平最高，但有重复计算风险的可能。,0,0
1,(单选题)下列对资产负债率评价正确的是()。,<p>A从债权人角度看，负债比率越高越好</p><p>B从债权人角度看，负债比率越低越好</p><p>C从股东角度看，负债比率越高越好</p><p>D从股东角度看，负债比率越低越好</p>,4,B,资产负债率反映债权人所提供的资本占全部资本的比例，从债权人的角度看，他们最关心的是贷给企业的款项的安全程度，也就是能否按期收回本金和利息。如果股东提供的资本与企业资本总额相比，只占较小的比例，则企业的风险将主要由债权人负担，这对债权人来讲是不利的。因此，他们希望债务比例越低越好，企业偿债有保证，则贷款给企业不会带来太大的风险。从股东的角度看，由于企业通过举债筹措的资金与股东提供的资金经营中发挥同样的作用，所以，股东所关心的是全部资金利润率是否超过借入款项的利率，即借入资金的代价在企业所得的全部资本利润率超过因借款而支付的利息率时，股东所得到的利润就会加大。如果相反，运用全部资本所得的利润率低于借款利息率，则对股东不利，因为借入资本的多余的利息要用股东所得的利润份额来弥补。因此，从股东的立场看，在全部资本利润率高于借款利息率时，负债比例越大越好，否则反之。,0,0
