1,(单选题)（）表现为银行良好和便捷的服务。,<p>A核心产品</p><p>B基础产品</p><p>C期望产品</p><p>D延伸产品</p>,4,C,期望产品，即购买者购买产品通常希望和默认的一组属性和条件，表现为银行良好和便捷的服务，如银行品牌、服务支持、方便、安全性。,0,0
1,(单选题)（）环节不属于贷款申请受理阶段的工作。,<p>A面谈访问</p><p>B贷款意向阶段</p><p>C内部意见</p><p>D搜集信息</p>,4,D,贷款申请受理阶段的工作主要有：面谈访问、内部意见反馈和贷款意向阶段。搜集信息不属于贷款申请受理阶段的工作。故本题选D。,0,0
1,(单选题)（）是贷款项目分析的核心工作和贷款决策的重要依据。,<p>A生产规模分析</p><p>B项目财务分析</p><p>C工艺流程分析</p><p>D项目环境分析</p>,4,B,项目财务分析是贷款项目分析的核心内容，是在吸收对项目其他方面评估成果的基础上，根据现行的财税金融制度，确定项目评估的基础财务数据，分析计算项目直接发生的财务费用和效益，编制财务报表，计算财务指标，考察项目的盈利能力、清偿能力、抗风险能力等财务状况(对涉及外汇的项目还要进行外汇平衡分析)，据以判断项目财务的可行性，为项目贷款的决策提供依据。,0,0
1,(单选题)（）是商业银行公司信贷市场营销的起点，也是商业银行指定和实施其他营销策略的基础和前提。,<p>A产品策略</p><p>B产品特色</p><p>C产品形象</p><p>D产品定位</p>,4,A,产品策是商业银行公司信贷市场营销的起点．也是商业银行指定和实施其他营销策的基础和前提。故A符合题意。,0,0
1,(单选题)（）是银行营销活动的对象，是银行的生存之本。,<p>A产品</p><p>B信誉</p><p>C利润</p><p>D发展</p>,4,A,银行的目标是通过提供让客户满意的产品从而获利，因此，产品是银行营销活动的对象，是银行的生存之本。故选项A正确。,0,0
1,(单选题)（）是指贷款价值的确定主要依据对未来净现金流量的贴现值，银行中并未得到广泛采用。,<p>A合理价值法</p><p>B净现值法</p><p>C市场价值法</p><p>D历史成本法</p>,4,B,合理价值法：在非强制变现的情况下，贷款按买卖双方自主协商的价格所确定的价值。净现值法：贷款价值的确定主要依据对未来净现金流量的贴现值，银行中并未得到广泛采用。市场价值法：按照市场价格反映资产和负债的价值，收入即代表净资产在期末与期初的差额，不必摊派成本。历史成本法：传统上较常用，收入是一定时期内账面资产和负债增减的净值，重要依据是匹配原则，即把成本摊派到与其相关的创造收入的会计区间。故B符合题意。,0,0
1,(单选题)（）是指银行产品已滞销并趋于淘汰的时期。,<p>A介绍期</p><p>B成长期</p><p>C成熟期</p><p>D衰退期</p>,4,D,银行产品已滞销并趋于淘汰的时期是衰退期。这个阶段的特点是：市场上出现了大量的替代产品，许多客户减少了对老产品的使用，产品销售量急剧下降，价格也大幅下跌，银行利润日益减少。故选D。,0,0
1,(单选题)（）与审慎的会计准则相抵触。,<p>A净现值法</p><p>B市场价值法</p><p>C历史成本法</p><p>D合理价值法</p>,4,C,历史成本法是指对会计要素的记录，应以经济业务发生时的取得成本为标准进行计量计价。当物价波动较大或币值不稳定时，历史成本就不能真实体现会计主体的财务状况和经营业绩，从而削弱会计信息的有用性，影响当前决策。故与审慎的会计准则相抵触。本题选C。,0,0
1,(单选题)“6C”标准原则的内容不包括（）。,<p>A品德</p><p>B实力</p><p>C资本</p><p>D担保</p>,4,B,“6C”标准原则，即品德(ChArACter)、能力(CApACity)、资本(CApitAl)、担保(CollAterAl)、环境(ConDition)和控制(Control)，从客户的公司状况、贷款需求、还贷能力、抵押品的可接受性以及客户目前与银行的关系等方面集中获取客户的相关信息。,0,0
1,(单选题)按贷款风险程度划分，我国银行贷款资产包括（）。,<p>A正常、关注、次级、可疑和损失</p><p>B正常、次级、关注、可疑和损失</p><p>C正常、可疑、次级、关注和损失</p><p>D正常、次级、可疑、关注和损失</p>,4,A,中国人民银行从1998年5月开始试行《贷款风险分类指导原则》，并在2001年12月修订后正式发布。指导原则采用贷款风险分类方法，按风险程度，将贷款划分为五类(亦称“五级分类”)，即正常、关注、次级、可疑、损失。,0,0
1,(单选题)按照审慎会计原则，当记载和反映估计性会计事项面临高和低两种可能的选择时，对估计损失的记载应选择（），对利润的记载和反映要选择（）。,<p>A就高不就低；就高不就低</p><p>B就高不就低；就低不就高</p><p>C就低不就高；就低不就高</p><p>D就低不就高；就高不就低</p>,4,B,按照审慎会计原则，当记载和反映估计性会计事项，面临着高和低两种可能的选择时，对估计损失的记载应选择就高不就低，对利润的记载和反映要选择就低而不就高。要及时将估计的损失如实地反映在账簿中，对利润的记载和反映要选择保守的数据，不能低估损失和高估利润，不能提前使用未来的收益。,0,0
1,(单选题)财力资源分析主要分析项目（）方案能否足额及时供应资金，并与建设工程进度相适应。,<p>A融资</p><p>B投资</p><p>C筹资</p><p>D决策</p>,4,C,财力资源分析主要分析项目筹资方案能否足额及时供应资金，并与建设工程进度相适应。,0,0
1,(单选题)采用“脱钩”方式转贷的，每次展期最长不超过（）。,<p>A6个月</p><p>B12个月</p><p>C24个月</p><p>D18个月</p>,4,C,凡采用“脱钩”方式转贷的，在国内贷款协议规定的每期还款期限到期前，经银行同意，视其具体情况允许适当展期，但每次展期最长不超过2年，且展期后国内转贷协议规定的每期还本付息额和累计还本付息额不得低于同期国外贷款协议规定的每期还本付息额和累计还本付息额；展期后的贷款最终到期日不得迟于国外贷款协议规定的最终到期日。故C符合题意。,0,0
1,(单选题)从多个方案的各种因素中评选出主要因素比较理想的方案是指（）。,<p>A效益成本评比法</p><p>B盈亏平衡点比较法</p><p>C净现值比较法</p><p>D多因素评比法</p>,4,D,多因素评比法主要是将各类方案的各种因素进行综合考虑比较，从中选择大部分(或主要)因素比较好的方案。故选D。,0,0
1,(单选题)贷款担保是指为提高（）的可能性，降低银行资金损失的风险，银行在发放贷款时要求借款人提供担保，以保障贷款债权实现的法律行为。,<p>A贷款偿还</p><p>B贷款性质</p><p>C发放方式</p><p>D数额多少</p>,4,A,贷款担保是指为提高贷款偿还的可能性，降低银行资金损失的风险，银行在发放贷款时要求借款人提供担保，以保障贷款债权实现的法律行为。故选A。,0,0
1,(单选题)贷款价格的构成包括贷款利率、贷款承诺费、补偿余额和隐含价格，下列关于贷款承诺费描述正确的是（）。,<p>A银行未承诺贷给客户，客户没有使用的那部分资金收取的费用</p><p>B银行未承诺贷给客户，客户已经使用的那部分资金收取的费用</p><p>C银行已承诺贷给客户，客户已经使用的那部分资金收取的费用</p><p>D银行已承诺贷给客户，客户没有使用的那部分资金收取的费用</p>,4,D,贷款承诺费，是指银行对已承诺贷给客户而客户又没有使用的那部分资金收取的费用。承诺费作为顾客为取得贷款而支付的费用，构成了贷款价格的一部分。故本题应选D。,0,0
1,(单选题)贷款展期实行（）。,<p>A分级审批制度</p><p>B集中审批制度</p><p>C部门审批制度</p><p>D负责人审批制度</p>,4,A,贷款展期的审批与贷款的审批一样，实行分级审批制度。故选A。,0,0
