7,(单选题)（ ）不是由于均值的时变造成的，而是由方差和自协方差的时变造成的序列。,<p>A非平稳时间序列又可分为齐次非平稳时间序列和非齐次非平稳序列，非齐次时间序列不是由于均值的时变 造成的，而是由方差和自协方差的时变造成的，所以不能通过差分变换为平稳序列，可以使用幂变换使其 平稳化。</p><p>B非平稳时间序列</p><p>C齐次非平稳时间序列</p><p>D非齐次平稳序列</p>,4,D,非平稳时间序列又可分为齐次非平稳时间序列和非齐次非平稳序列，非齐次时间序列不是由于均值的时变 造成的，而是由方差和自协方差的时变造成的，所以不能通过差分变换为平稳序列，可以使用幂变换使其 平稳化。,0,0
7,(单选题)（ ）经常在重要的转向型态(如头肩式)的突破时出现，此种缺口可协助我们辨认突破信号的真伪。,<p>A突破缺口</p><p>B持续性缺口</p><p>C普通缺□</p><p>D消耗性缺口</p>,4,A,"""突破缺口""的分析意义较大,如果价格以一个很大的缺口跳离型态,可见这突破十分强而有力，很少有错误 发生。另外，突破缺口的出现，未来的波动会较没有突破缺二的波动为强。换言之，一个型态伴随着突破 缺口的突破后，随后的上升(或下跌)会更快更多，往往较量度的""最少升/跌幅""为大。因此，二种不同股票 同时出现突破时,我们应该选择买入有""突破缺口""出现的一只,而不是升幅较小的一只。",0,0
7,(单选题)（ ）是一个比较特殊且少见的形态，无论出现在行情的任何位置，其技术意义都只有两个字一一看跌。,<p>A三角形</p><p>B菱形</p><p>C旗形</p><p>D矩形</p>,4,B,与扩散三角形一样，很多时候菱形都是一种看跌的形态，它通常出现在市场构筑短期或者中长期头部的时 候，偶尔也会在下跌过程以持续形态出现。,0,0
7,(单选题)1992年12月，百事可乐公司的β值为1.06，当时的短欺国债利率为3.35%，风险溢价为6.41%，使用即期短期国 债利率的CAMP棋型，计耳公司股权资本成本（ ）。,<p>A0.1</p><p>B0.101</p><p>C0.1014</p><p>D0.12</p>,4,C,使用了即期短期国债利率的CAPM模型，计算公式为:股权成本=3.35%+(1.066.41%)10.14%,0,0
7,"(单选题)3月份，大豆现货的价格为650美分/蒲式耳。某经销商需要在6月份购买大豆，为防止价格上涨,以5美分/蒲式 耳的价格买入执行价格为700美分/蒲式耳的6月份大豆美式看涨期权。到6月份，大豆现货价格下跌至500美分/ 蒲式耳，7月份期货价格下跌至550美分/蒲式耳。则该经销商应当( )。",<p>A执行该看涨期权，并买进大豆期货</p><p>B放弃执行该看涨期权，并买进大豆现货</p><p>C执行该看涨期权，并买进大豆现货</p><p>D放弃执行该看涨期权，并买进大豆期货</p>,4,B,"市场价格低于执行价格,放弃执行看涨期权：同时现货价格低于期货价格，该经销商在6月份也需要大豆， 所以直接买入现货大豆。",0,0
7,"(单选题)单因素模型可以用一种证券的收益率和股价指数的收益率的相关关系得出以下模型：rit=Ai+βi rrmt+εit,其中Ai 表示（ ）。",<p>A时期内证券的收益率</p><p>Bt时期内市场指数的收益率</p><p>Ct时期内市场指数的收益率</p><p>D为斜率，代表市场指数的波动对证券收益率的影响程度</p>,4,C,可以用一种证券的收益率和股价指数的收益率的相关关系得出以下模型：rit=Ai+βi rrmt+εit该式揭示了证 券收益与指数（一个因素）之间的相互关系，其中rit为时期内证券的收益率。rmt为t时期内市场指数的收益率，Ai是截距，它反映市场收益率为0时，证券i的收益率大小，与上市公司本身基本面有关，与市场整 体波动无关。因此Ai值是相对固定的。βi为斜率，代表市场指数的波动对证券收益率的影响程度。εit为t时 期内实际收益率与估算值之间的残差。 ,0,0
7,(单选题)道氏理论认为。最重要的价格是（ ）,<p>A最高价</p><p>B最低价</p><p>C收盘价</p><p>D开盘价</p>,4,C,市场平均价格指数可以解释和反映市场的大部分行为。这是道氏理论对证券市场的重大贡献。道氏理论认 为收盘价是最重要的价格。并利用收盘价计算平均价格指数。,0,0
7,(单选题)对经济周期性波动来说。提供了一种财富套期保值手段的行业属于（ ）。,<p>A增长型</p><p>B周期型</p><p>C防守型</p><p>D幼稚型</p>,4,A,场长型行业提供了一种财富套期保值手段，在经济高涨时。高增长行业的发展速度通常高于平均水平；在 经济衰退时期。其所受影响较小甚至仍能保持一定的增长。,0,0
7,(单选题)繁荣阶段收益率曲线特点（ ）。,<p>A保持不变</p><p>B升高</p><p>C降低</p><p>D先升高再降低</p>,4,C,随着长期投资需求的增长和通货膨胀压力的增强，长期利率也开始上升，当经济周期进入繁荣阶段，社会资金需求更加旺盛，通货膨胀开始加剧。于是，中央银行又往往采取紧缩性的货币政策措施，大幅度提高 短期利率，以抑制短期内的经济过热，与此同时，为了保持经济增长的后劲，中央银行的货币政策意向又 压抑着长期利率，避免随短期利率的调升而同步同程度的上扬，即维持长期利率的较低水平。,0,0
7,"(单选题)根据参与期货交易的动机不同，期货交易者可分为投机者和（ ）,",<p>A做市商</p><p>B套期保值者</p><p>C会员</p><p>D客户</p>,4,B,根据参与期货交易的动机不同，期货交易者可分为套期保值者和投机者。,0,0
